,AUniqueID,Access Control,Accessories & Sundry Items,Acoustic Designation,Acoustic Rating,Appear In Schedule,Assembly Code,Assembly Description,AssetIdentifier,Blind Type,Bottom Profile Height,Bottom Profile Option 01,Bottom Profile Option 02,Bottom Profile Option 03,Bottom Profile Option 04,Brass Polished Finish,Brass Satin Finish,Clear Anodized,Closed,Colour,Comments,Constituents,Construction Type,DDA Compliant,DOOR_Acoustic Rating,DOOR_Break Glass - Green,DOOR_Break Glass - Red,DOOR_Call Button,DOOR_Card Entry,DOOR_Colour,DOOR_DDA Closer (20Kn),DOOR_Detail type,DOOR_Door Closer,DOOR_Door Contacts,DOOR_DoubleSwing,DOOR_Exit Button,DOOR_Finger Protection,DOOR_Finishes,DOOR_Gas Suppression,DOOR_GlazingThickness,DOOR_KickPlate,DOOR_KickPlateHeight,DOOR_Lock & Thumbturn,DOOR_Louvred,DOOR_Material Frame,DOOR_Material Panel,DOOR_MaterialDoor,DOOR_MaterialFrame,DOOR_PanelHeight,DOOR_Panic Bar,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Safety Barrier,DOOR_Secure by Design,DOOR_Signage,DOOR_Type,DOOR_Ventilation,DOOR_Video Entry,DOOR_Vision Panel,DOOR_VisionPanelBottom_1,DOOR_VisionPanelBottom_2,DOOR_VisionPanelOffset,DOOR_VisionPanelType,DOOR_VisionPanelWidth,DOOR_Wall Thickness,Dark Bronze Anodized,Description,Disclaimer,Door Finish,Door Opening,Door Panel Height,Door Panel Thickness,Door Panel Width,Door Thickness,Door_VisionPanelHeight_1,Door_VisionPanelHeight_2,Durability Rating,EXT_DOOR_Access_Control,EXT_DOOR_Closer,EXT_DOOR_Drawing_Reference,EXT_DOOR_Location,EXT_DOOR_Minimum_Clear_Width,EXT_DOOR_Operation/Security,EXT_DOOR_Type,EXT_DOOR_Type_Description,Family,Family and Type,Features,Finish,Fire Designation,Fire Rating,Frame Depth,Frame Head Depth,Frame Material,Frame Thickness,FrameDepth,FrameWidth,Gap,Glass,Glass Thickness,Glass Type,Grade,Has 14 x 14 Window,Has 14 x 24 Window,Has Backup Casings,Has Power Operator,Has Wall Guide,Head Height,Heat Transfer Coefficient (U),Height,Horizontal Sash,Host Partition Thickness,Hydraulic Encloser,IfcGUID,Inset,InstallationDate,Ironmongery Set,Keynote,Leaf Bottom Profile Height,Leaf Height,Leaf Width,Level,Main Panel Width,Manufacturer,Mark,Material,Mid Leaf Position,Mid Leaf Position If Opened,Model,NBSDescription,NBSNote,NBSReference,NBSTypeID,NominalHeight,NominalLength,NominalWidth,O/A Frame Width,OmniClass Number,OmniClass Title,Opened,Opening Distance,Operation,Panel Glazing Material,Panel Height,Panel Width,Phase Created,Phase Demolished,Product data url,ProductionYear,Rail Bottom,Rail Head,ReplacementCost,Required Effective Clear Width,RevisedByType_ARUtils,RevisedType_ARUtils,Right Hinge,Rough Height,Rough Width,Rubber,Secondary Panel Width,ServiceLifeDuration,Shape,Sill Height,Size,Solar Heat Gain Coefficient,Spec Ref,Specification Reference,Stainless Steel Polished Finish,Stainless Steel Satin Finish,Stile Left,Stile Right,TagNumber,Thermal Resistance (R),Thickness,Thickness_2,Top Profile Height,Transom Height,Type,Type Comments,Type Mark,URL,Vision Panel,Visual Light Transmittance,WarrantyDescription,WarrantyDurationLabour,WarrantyDurationParts,WarrantyGuarantorLabour,WarrantyGuarantorParts,Width
30,CCU2021.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2021.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2059.99999999999,nan,2060.,nan,139.999999999968,nan,2kQiptuUT8FOgQVrRfYKzc,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2021.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
31,CCU2016.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2016.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,2kQiptuUT8FOgQVrRfYK50,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2016.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
32,CCU2017.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2017.S3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,2kQiptuUT8FOgQVrRfYK6s,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2017.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
33,CCU2010.D1,Yes,TBC,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Delayed Close,.F.,Half Height/Edge,,nan,nan,Yes,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,PVC Wrapped,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,14W_5tmIv7TgPn0AZwQmQC,nan,nan,08h,L20/431,nan,nan,nan,Level: Level 2,900.,nan,CCU2010.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,DUD/SS,J175,nan,.F.,nan,nan,nan,nan,nan,nan,1510.
34,CCU2041.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2041.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,14W_5tmIv7TgPn0AZwQmSH,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2041.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
35,CCU2040.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2040.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,14W_5tmIv7TgPn0AZwQmGQ,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2040.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
36,CCU2039.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2039.S1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,14W_5tmIv7TgPn0AZwQmI0,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2039.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
37,CCU2059.D1,-,TBC,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 2d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS,nan,nan,nan,2060.,32.,900.,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999983,nan,1eN1m3mkf4yRRrhpgoOgvD,nan,nan,17b,L20/431,nan,nan,nan,Level: Level 2,900.,nan,CCU2059.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,0.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate,DUD/SS,J175,nan,.F.,nan,nan,nan,nan,nan,nan,1510.
38,CCU2091.D1,nan,nan,,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 2c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DUD/SS (GL),nan,nan,nan,2060.,32.,900.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,nan,nan,1eN1m3mkf4yRRrhpgoOgvn,nan,nan,17b,L20/431,nan,nan,nan,Level: Level 2,900.,nan,CCU2091.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Unequal Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1510.,nan,521.,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.0000000009621,nan,nan,IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate,DUD/SS (GL),J182,nan,nan,nan,nan,nan,nan,nan,nan,1510.
39,CCU2094.D1,TBC,nan,,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 1c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS (GL),nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,1eN1m3mkf4yRRrhpgoOgWn,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2094.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,SD/SS (GL),J163,nan,nan,nan,nan,nan,nan,nan,nan,1060.
40,CCU2092.D1,TBC,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 1c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS (GL),nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,1eN1m3mkf4yRRrhpgoOgXZ,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2092.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,122.,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,SD/SS (GL),J163,nan,nan,nan,nan,nan,nan,nan,nan,1060.
41,CCU2093.D1,nan,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,,IDT 1c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS (GL),nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,1eN1m3mkf4yRRrhpgoOgYP,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2093.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Laminate,SD/SS (GL),J163,nan,nan,nan,nan,nan,nan,nan,nan,1060.
42,CCU2074.D1,-,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,1eN1m3mkf4yRRrhpgoOhNb,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2074.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,SD/SS,J52,nan,nan,nan,nan,nan,nan,nan,nan,1060.
43,CCU2C03.D2,Yes,nan,nan,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,Kick,,nan,nan,,IDT 1b,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS (GL),nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate,IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate,nan,Laminate,FD30S,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,0zq8x9rr1FSuGSO$YqpaSN,nan,nan,33a,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2C03.D2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.0000000009689,nan,nan,IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate,SD/SS (GL),J139,nan,nan,nan,nan,nan,nan,nan,nan,1060.
44,CCU2007.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1d,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS,nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,nan,Laminate,nan,nan,nan,nan,Painted Finish,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,0zq8x9rr1FSuGSO$YqpaKk,nan,nan,06b,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,CCU2007.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,97.,nan,nan,IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate,SD/SS,J52,nan,nan,nan,nan,nan,nan,nan,nan,1060.
45,CCU2037.D1,-,nan,30dB,nan,nan,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Part of Glazed Screen CCU2037.S3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,.F.,,,nan,nan,,IDT 6c,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,DD/SS (GL),nan,nan,nan,2060.,32.,867.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,nan,nan,nan,nan,nan,nan,,32.,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,139.999999999968,nan,2YlJo7QFz5n9aH5tp42Q2i,nan,nan,G07,L11/579,nan,nan,nan,Level: Level 2,nan,nan,CCU2037.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Double Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,1740.,nan,nan,nan,2060.,1824.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.,97.,nan,nan,IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O,DD/SS (GL),J136,nan,nan,nan,nan,nan,nan,nan,nan,1824.
