,AUniqueID,Access Control,Accessories & Sundry Items,Acoustic Designation,Acoustic Rating,Appear In Schedule,Assembly Code,Assembly Description,AssetIdentifier,Blind Type,Bottom Profile Height,Bottom Profile Option 01,Bottom Profile Option 02,Bottom Profile Option 03,Bottom Profile Option 04,Brass Polished Finish,Brass Satin Finish,Clear Anodized,Closed,Colour,Comments,Constituents,Construction Type,DDA Compliant,DOOR_Acoustic Rating,DOOR_Break Glass - Green,DOOR_Break Glass - Red,DOOR_Call Button,DOOR_Card Entry,DOOR_Colour,DOOR_DDA Closer (20Kn),DOOR_Detail type,DOOR_Door Closer,DOOR_Door Contacts,DOOR_DoubleSwing,DOOR_Exit Button,DOOR_Finger Protection,DOOR_Finishes,DOOR_Gas Suppression,DOOR_GlazingThickness,DOOR_KickPlate,DOOR_KickPlateHeight,DOOR_Lock & Thumbturn,DOOR_Louvred,DOOR_Material Frame,DOOR_Material Panel,DOOR_MaterialDoor,DOOR_MaterialFrame,DOOR_PanelHeight,DOOR_Panic Bar,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Safety Barrier,DOOR_Secure by Design,DOOR_Signage,DOOR_Type,DOOR_Ventilation,DOOR_Video Entry,DOOR_Vision Panel,DOOR_VisionPanelBottom_1,DOOR_VisionPanelBottom_2,DOOR_VisionPanelOffset,DOOR_VisionPanelType,DOOR_VisionPanelWidth,DOOR_Wall Thickness,Dark Bronze Anodized,Description,Disclaimer,Door Finish,Door Opening,Door Panel Height,Door Panel Thickness,Door Panel Width,Door Thickness,Door_VisionPanelHeight_1,Door_VisionPanelHeight_2,Durability Rating,EXT_DOOR_Access_Control,EXT_DOOR_Closer,EXT_DOOR_Drawing_Reference,EXT_DOOR_Location,EXT_DOOR_Minimum_Clear_Width,EXT_DOOR_Operation/Security,EXT_DOOR_Type,EXT_DOOR_Type_Description,Family,Family and Type,Features,Finish,Fire Designation,Fire Rating,Frame Depth,Frame Head Depth,Frame Material,Frame Thickness,FrameDepth,FrameWidth,Gap,Glass,Glass Thickness,Glass Type,Grade,Has 14 x 14 Window,Has 14 x 24 Window,Has Backup Casings,Has Power Operator,Has Wall Guide,Head Height,Heat Transfer Coefficient (U),Height,Horizontal Sash,Host Partition Thickness,Hydraulic Encloser,IfcGUID,Inset,InstallationDate,Ironmongery Set,Keynote,Leaf Bottom Profile Height,Leaf Height,Leaf Width,Level,Main Panel Width,Manufacturer,Mark,Material,Mid Leaf Position,Mid Leaf Position If Opened,Model,NBSDescription,NBSNote,NBSReference,NBSTypeID,NominalHeight,NominalLength,NominalWidth,O/A Frame Width,OmniClass Number,OmniClass Title,Opened,Opening Distance,Operation,Panel Glazing Material,Panel Height,Panel Width,Phase Created,Phase Demolished,Product data url,ProductionYear,Rail Bottom,Rail Head,ReplacementCost,Required Effective Clear Width,RevisedByType_ARUtils,RevisedType_ARUtils,Right Hinge,Rough Height,Rough Width,Rubber,Secondary Panel Width,ServiceLifeDuration,Shape,Sill Height,Size,Solar Heat Gain Coefficient,Spec Ref,Specification Reference,Stainless Steel Polished Finish,Stainless Steel Satin Finish,Stile Left,Stile Right,TagNumber,Thermal Resistance (R),Thickness,Thickness_2,Top Profile Height,Transom Height,Type,Type Comments,Type Mark,URL,Vision Panel,Visual Light Transmittance,WarrantyDescription,WarrantyDurationLabour,WarrantyDurationParts,WarrantyGuarantorLabour,WarrantyGuarantorParts,Width,Mapped Ironmongery Set,Mapped AbUniqueID,Mapped Access Control,Mapped Access Control.1,Mapped Acoustic Rating,Mapped Comments,Mapped Door Frame Colour,Mapped Door Leaf/Transom/Overpanel Colour,Mapped Door Power,Mapped Finger Protection,Mapped Fire Rating,Mapped Frame Finish,Mapped Gap,Mapped Gas Suppression Requirements,Mapped Height,Mapped Integral Blinds,Mapped Leaf Finish,Mapped Leaf Protection,Mapped Level,Mapped Location,Mapped Min Clear Width,Mapped Operation,Mapped Operation/Security,Mapped Radiation Protection,Mapped SpecRef,Mapped Type,Mapped Type Description,Mapped Vision Panel,Mapped Wall Thickness (mm),Mapped Width,Mapped AccessControl,Mapped Direction,Mapped DoorType,Mapped FingerProtection,Mapped Fire,Mapped KickPlate,Mapped Leaf,Mapped Lock,Mapped Mid-rail,Mapped Mid‐rail,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Set ref,Mapped SetDetails,Mapped SlaveLeafBolted,Mapped Swing,Mapped TypicalUses,Mapped Xray
44,ADM2034.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ4g,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2034.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ADM2035.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ4Y,nan,,nan,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2035.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ADM2037.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ4A,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2037.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ADM2038.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ48,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2038.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ADM2043.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ5Y,nan,,nan,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2043.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ADM2044.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,0eKMROTUP57PgYYbDuMQ5W,nan,,nan,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2044.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ADM2031.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3JDZ8Vm2H55PUimQwhj1Xo,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2031.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ADM2032.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3JDZ8Vm2H55PUimQwhj1Xw,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2032.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ADM2C02.D1,TBC,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,TBC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,.F.,Kick,,nan,nan,Yes,IDT 1e,.F.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SD/SS (GL),nan,nan,nan,2060.,38.,976.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate,IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate,nan,nan,nan,nan,nan,nan,nan,32.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2110.,nan,2110.,nan,149.999999999992,nan,3saj18cdz3tuij2sBo$4fM,nan,nan,nan,L20/431,nan,nan,nan,Level: Level 2,nan,Revit,ADM2C02.D1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,nan,nan,nan,nan,850.,nan,nan,nan,2110.,1060.,nan,nan,nan,nan,0.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.,102.000000000969,nan,nan,IDT 1e - Single Door (Glazed): 1060mm-2110mm S/O Laminate,SD/SS (GL),287,nan,nan,nan,nan,nan,nan,nan,nan,1060.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ADM2036.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5K2,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2036.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ADM2033.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5mh,nan,,nan,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2033.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ADM2039.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5XG,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2039.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ADM2042.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5Zr,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2042.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ADM2048.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5bJ,nan,,nan,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2048.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ADM2045.D1,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,,,nan,nan,nan,nan,Aluminum,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2060.,nan,2060.,nan,nan,nan,3saj18cdz3tuij2sBo$5a1,nan,,G04,L11/579,nan,nan,nan,Level: Level 2,nan,nan,ADM2045.D1,,nan,nan,nan,,,,,1004.,0.,0.,nan,23.30.10.00,Doors,nan,nan,Single Door Single Swing,nan,nan,nan,New Construction,nan,nan,,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,,,0.,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,IDT 6a - Single Door (Internal Glazing-Observation): 870 - 2060mm S/O,nan,289,nan,nan,nan,,,,,,870.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
