,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
18666,18666,IfcDoor,2I8TWS6Eb15elK8$6rW9Wo,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:948027,,810mm - 2110mm S/O Laminate,"#383528=IfcLocalPlacement(#383507,#383527)","#18660=IfcProductDefinitionShape($,$,(#18653,#18658))",948027,2109.99999999998,809.999999999989,,ADM1018.D1
30727,30727,IfcDoor,1NXmtye5jChuzZzla5B880,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:983684,,810mm - 2110mm S/O Laminate,"#383637=IfcLocalPlacement(#383616,#383636)","#30721=IfcProductDefinitionShape($,$,(#30714,#30719))",983684,2109.99999999998,809.999999999989,,ADM1019.D1
43510,43510,IfcDoor,1NXmtye5jChuzZzla5B8Fh,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:983919,,1060mm - 2110mm S/O Laminate,"#383563=IfcLocalPlacement(#383544,#383562)","#43504=IfcProductDefinitionShape($,$,(#43497,#43502))",983919,2109.99999999998,1060.00000000011,,ADM1017.D1
69930,69930,IfcDoor,1NXmtye5jChuzZzla5B8Jv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:984189,,1060mm - 2110mm S/O Laminate,"#383676=IfcLocalPlacement(#383653,#383675)","#69924=IfcProductDefinitionShape($,$,(#69917,#69922))",984189,2109.99999999998,1060.00000000011,,ADM1020.D1
83414,83414,IfcDoor,0njqnb4pn5Dh_CKyM05589,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1065624,,1510mm - 2110mm S/O Laminate,"#383600=IfcLocalPlacement(#383579,#383599)","#83408=IfcProductDefinitionShape($,$,(#83401,#83406))",1065624,2110.00000000001,1510.0,FD60S,ADM1014.D1
95470,95470,IfcDoor,0njqnb4pn5Dh_CKyM055FV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1065806,,810mm - 2110mm S/O Laminate,"#383713=IfcLocalPlacement(#383692,#383712)","#95464=IfcProductDefinitionShape($,$,(#95457,#95462))",1065806,2109.99999999999,809.999999999989,,ADM2019.D1
95602,95602,IfcDoor,0njqnb4pn5Dh_CKyM055F1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1065808,,810mm - 2110mm S/O Laminate,"#383822=IfcLocalPlacement(#383801,#383821)","#95596=IfcProductDefinitionShape($,$,(#95589,#95594))",1065808,2109.99999999999,809.999999999989,,ADM2018.D1
108381,108381,IfcDoor,0njqnb4pn5Dh_CKyM055F0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1065809,,1060mm - 2110mm S/O Laminate,"#383748=IfcLocalPlacement(#383729,#383747)","#108375=IfcProductDefinitionShape($,$,(#108368,#108373))",1065809,2109.99999999999,1060.00000000011,,ADM2017.D1
108512,108512,IfcDoor,0njqnb4pn5Dh_CKyM055F3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1065810,,1060mm - 2110mm S/O Laminate,"#383861=IfcLocalPlacement(#383838,#383860)","#108506=IfcProductDefinitionShape($,$,(#108499,#108504))",1065810,2109.99999999999,1060.00000000011,,ADM2020.D1
108642,108642,IfcDoor,0njqnb4pn5Dh_CKyM055F2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1065811,,1510mm - 2110mm S/O Laminate,"#383785=IfcLocalPlacement(#383764,#383784)","#108636=IfcProductDefinitionShape($,$,(#108629,#108634))",1065811,2110.00000000001,1510.0,FD60S,ADM2014.D1
111960,111960,IfcDoor,05JC1PIX94tvN$4FrqkXcE,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109080,,1060 - 2060mm S/O,"#384849=IfcLocalPlacement(#384830,#384848)","#111954=IfcProductDefinitionShape($,$,(#111947,#111952))",1109080,2059.99999999998,1060.0,,ADM1002.D1
112197,112197,IfcDoor,05JC1PIX94tvN$4FrqkXby,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109162,,1060 - 2060mm S/O,"#384191=IfcLocalPlacement(#384172,#384190)","#112191=IfcProductDefinitionShape($,$,(#112184,#112189))",1109162,2059.99999999998,1060.0,,ADM1005.D1
112304,112304,IfcDoor,05JC1PIX94tvN$4FrqkXa2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109204,,1060 - 2060mm S/O,"#384814=IfcLocalPlacement(#384795,#384813)","#112298=IfcProductDefinitionShape($,$,(#112291,#112296))",1109204,2059.99999999998,1060.0,,ADM1003.D1
112412,112412,IfcDoor,05JC1PIX94tvN$4FrqkXZN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109249,,1060 - 2060mm S/O,"#384261=IfcLocalPlacement(#384242,#384260)","#112406=IfcProductDefinitionShape($,$,(#112399,#112404))",1109249,2059.99999999998,1060.0,,ADM1004.D1
112521,112521,IfcDoor,05JC1PIX94tvN$4FrqkXZz,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109291,,1060 - 2060mm S/O,"#384779=IfcLocalPlacement(#384760,#384778)","#112515=IfcProductDefinitionShape($,$,(#112508,#112513))",1109291,2059.99999999998,1060.0,,ADM1010.D1
112627,112627,IfcDoor,05JC1PIX94tvN$4FrqkXYD,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109339,,1060 - 2060mm S/O,"#384156=IfcLocalPlacement(#384137,#384155)","#112621=IfcProductDefinitionShape($,$,(#112614,#112619))",1109339,2059.99999999998,1060.0,,ADM1011.D1
112734,112734,IfcDoor,05JC1PIX94tvN$4FrqkXYf,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109375,,1060 - 2060mm S/O,"#384744=IfcLocalPlacement(#384725,#384743)","#112728=IfcProductDefinitionShape($,$,(#112721,#112726))",1109375,2059.99999999998,1060.0,,ADM1006.D1
112842,112842,IfcDoor,05JC1PIX94tvN$4FrqkXX$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109417,,1060 - 2060mm S/O,"#384709=IfcLocalPlacement(#384690,#384708)","#112836=IfcProductDefinitionShape($,$,(#112829,#112834))",1109417,2059.99999999998,1060.0,,ADM1008.D1
112951,112951,IfcDoor,05JC1PIX94tvN$4FrqkXW1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109463,,1060 - 2060mm S/O,"#384674=IfcLocalPlacement(#384655,#384673)","#112945=IfcProductDefinitionShape($,$,(#112938,#112943))",1109463,2059.99999999998,1060.0,,ADM1012.D1
113058,113058,IfcDoor,05JC1PIX94tvN$4FrqkXlJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109509,,1060 - 2060mm S/O,"#384226=IfcLocalPlacement(#384207,#384225)","#113052=IfcProductDefinitionShape($,$,(#113045,#113050))",1109509,2059.99999999998,1060.0,,ADM1013.D1
113164,113164,IfcDoor,05JC1PIX94tvN$4FrqkXlr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624706016)",IDT 6a - Single Door (Internal Glazing-Observation):1060 - 2060mm S/O:1109539,,1060 - 2060mm S/O,"#384086=IfcLocalPlacement(#384067,#384085)","#113158=IfcProductDefinitionShape($,$,(#113151,#113156))",1109539,2059.99999999998,1060.0,,ADM1009.D1
