,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
35463,35463,IfcDoor,00Tk6iQPL2DuzYMxf1GHre,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381662,,1480mm - 2110mm S/O Laminate,"#1861205=IfcLocalPlacement(#1861182,#1861204)","#35455=IfcProductDefinitionShape($,$,(#35448,#35453))",1381662,2110.0,1480.00000000005,,IP10010.D1
36052,36052,IfcDoor,00Tk6iQPL2DuzYMxf1GHqX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381719,,1480mm - 2110mm S/O Laminate,"#1861244=IfcLocalPlacement(#1861221,#1861243)","#36044=IfcProductDefinitionShape($,$,(#36037,#36042))",1381719,2110.0,1480.00000000004,,IP10012.D1
36449,36449,IfcDoor,00Tk6iQPL2DuzYMxf1GHq4,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381746,,1480mm - 2110mm S/O Laminate,"#1861283=IfcLocalPlacement(#1861260,#1861282)","#36441=IfcProductDefinitionShape($,$,(#36434,#36439))",1381746,2110.0,1480.00000000004,,IP20022.D1
36937,36937,IfcDoor,00Tk6iQPL2DuzYMxf1GHto,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381764,,1480mm - 2110mm S/O Laminate,"#1861322=IfcLocalPlacement(#1861299,#1861321)","#36929=IfcProductDefinitionShape($,$,(#36922,#36927))",1381764,2110.0,1480.00000000004,,IP20023.D1
38158,38158,IfcDoor,00Tk6iQPL2DuzYMxf1GHt6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381808,,1480mm - 2110mm S/O Laminate,"#1861361=IfcLocalPlacement(#1861338,#1861360)","#38150=IfcProductDefinitionShape($,$,(#38143,#38148))",1381808,2110.0,1479.99999999993,,IP20021.D1
38644,38644,IfcDoor,00Tk6iQPL2DuzYMxf1GHuH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1381991,,1480mm - 2110mm S/O Laminate,"#1861400=IfcLocalPlacement(#1861377,#1861399)","#38636=IfcProductDefinitionShape($,$,(#38629,#38634))",1381991,2110.0,1480.00000000005,,IP10016.D1
39125,39125,IfcDoor,00Tk6iQPL2DuzYMxf1GHx6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382064,,1480mm - 2110mm S/O Laminate,"#1861439=IfcLocalPlacement(#1861416,#1861438)","#39117=IfcProductDefinitionShape($,$,(#39110,#39115))",1382064,2110.0,1480.00000000005,,IP10015.D1
39607,39607,IfcDoor,00Tk6iQPL2DuzYMxf1GHwB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382141,,1480mm - 2110mm S/O Laminate,"#1861478=IfcLocalPlacement(#1861455,#1861477)","#39599=IfcProductDefinitionShape($,$,(#39592,#39597))",1382141,2110.0,1480.00000000005,,IP10014.D1
40887,40887,IfcDoor,00Tk6iQPL2DuzYMxf1GHzv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382159,,1480mm - 2110mm S/O Laminate,"#1861517=IfcLocalPlacement(#1861494,#1861516)","#40879=IfcProductDefinitionShape($,$,(#40872,#40877))",1382159,2110.0,1479.99999999993,,IP10013.D1
41297,41297,IfcDoor,00Tk6iQPL2DuzYMxf1GHzD,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382203,,1480mm - 2110mm S/O Laminate,"#1861556=IfcLocalPlacement(#1861533,#1861555)","#41289=IfcProductDefinitionShape($,$,(#41282,#41287))",1382203,2110.0,1480.00000000005,,IP20019.D1
42132,42132,IfcDoor,00Tk6iQPL2DuzYMxf1GH$m,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382278,,1480mm - 2110mm S/O Laminate,"#1861634=IfcLocalPlacement(#1861611,#1861633)","#42124=IfcProductDefinitionShape($,$,(#42117,#42122))",1382278,2110.0,1480.00000000005,,IP20018.D1
42616,42616,IfcDoor,00Tk6iQPL2DuzYMxf1GH_u,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382350,,1480mm - 2110mm S/O Laminate,"#1861673=IfcLocalPlacement(#1861650,#1861672)","#42608=IfcProductDefinitionShape($,$,(#42601,#42606))",1382350,2110.0,1480.00000000005,,IP20020.D1
43361,43361,IfcDoor,00Tk6iQPL2DuzYMxf1GH12,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382452,,1480mm - 2110mm S/O Laminate,"#1861749=IfcLocalPlacement(#1861726,#1861748)","#43353=IfcProductDefinitionShape($,$,(#43346,#43351))",1382452,2110.0,1480.00000000004,,IP10024.D1
43813,43813,IfcDoor,00Tk6iQPL2DuzYMxf1GH0v,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382479,,1480mm - 2110mm S/O Laminate,"#1861788=IfcLocalPlacement(#1861765,#1861787)","#43805=IfcProductDefinitionShape($,$,(#43798,#43803))",1382479,2110.0,1480.00000000004,,IP10022.D1
45121,45121,IfcDoor,00Tk6iQPL2DuzYMxf1GH3Y,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382548,,1480mm - 2110mm S/O Laminate,"#1861827=IfcLocalPlacement(#1861804,#1861826)","#45113=IfcProductDefinitionShape($,$,(#45106,#45111))",1382548,2110.0,1479.99999999993,,IP10021.D1
45522,45522,IfcDoor,2yokI93kb1lgFf2nQ48J7X,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462226)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1382597,,1480mm - 2110mm S/O Laminate,"#1861903=IfcLocalPlacement(#1861880,#1861902)","#45514=IfcProductDefinitionShape($,$,(#45507,#45512))",1382597,2110.0,1480.00000000002,,IP10017.D1
