,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
136833,136833,IfcDoor,3koqKrvUTFiheugOc6vdo$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014339,,1510mm - 2110mm S/O Lead Lined Laminate,"#671121=IfcLocalPlacement(#671100,#671120)","#136827=IfcProductDefinitionShape($,$,(#136820,#136825))",1014339,2110.00000000001,1510.00000000004,,RAD1021.D1
150253,150253,IfcDoor,3koqKrvUTFiheugOc6vdn$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014403,,1510mm - 2110mm S/O Lead Lined Laminate,"#671343=IfcLocalPlacement(#671322,#671342)","#150247=IfcProductDefinitionShape($,$,(#150240,#150245))",1014403,2110.00000000001,1510.00000000004,,RAD1018.D2
150395,150395,IfcDoor,3koqKrvUTFiheugOc6vdnR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014439,,1510mm - 2110mm S/O Lead Lined Laminate,"#671380=IfcLocalPlacement(#671359,#671379)","#150389=IfcProductDefinitionShape($,$,(#150382,#150387))",1014439,2110.00000000001,1510.00000000004,,RAD1017.D2
177932,177932,IfcDoor,2lIrRILEP80ABzgJloAW55,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1017418,,1060mm - 2110mm S/O Laminate,"#671417=IfcLocalPlacement(#671396,#671416)","#177926=IfcProductDefinitionShape($,$,(#177919,#177924))",1017418,2109.99999999998,1060.00000000011,,RAD1031.D1
217230,217230,IfcDoor,2lIrRILEP80ABzgJloAWq4,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 3c - Equal Double Door (Glazed):1910mm - 2110mm S/O:1018379,,1910mm - 2110mm S/O,"#671454=IfcLocalPlacement(#671433,#671453)","#217224=IfcProductDefinitionShape($,$,(#217217,#217222))",1018379,2110.0,1909.99999999995,FD60S,RAD1028.D1
275353,275353,IfcDoor,2gnUg7QOf42uuEP2LeNRnH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1054129,,1910mm - 2110mm S/O Laminate,"#671871=IfcLocalPlacement(#671848,#671870)","#275347=IfcProductDefinitionShape($,$,(#275340,#275345))",1054129,2110.0,1909.99999999995,,RAD1C01.D2
288981,288981,IfcDoor,3YteW8Q8f5lvi385I7$JPC,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1056329,,1060mm - 2110mm S/O Laminate,"#671947=IfcLocalPlacement(#671924,#671946)","#288975=IfcProductDefinitionShape($,$,(#288968,#288973))",1056329,2109.99999999998,1060.00000000011,,RAD1007.D1
302399,302399,IfcDoor,3$2ak9Dlz5fPwzEBXupcvY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1057463,,1510mm - 2110mm S/O Laminate,"#671493=IfcLocalPlacement(#671470,#671492)","#302393=IfcProductDefinitionShape($,$,(#302386,#302391))",1057463,2110.00000000001,1510.0,,RAD1009.D1
302549,302549,IfcDoor,3$2ak9Dlz5fPwzEBXupcu2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1057495,,1510mm - 2110mm S/O Laminate,"#671530=IfcLocalPlacement(#671509,#671529)","#302543=IfcProductDefinitionShape($,$,(#302536,#302541))",1057495,2110.00000000001,1510.0,,RAD1008.D1
302687,302687,IfcDoor,3$2ak9Dlz5fPwzEBXupc$0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1057557,,1510mm - 2110mm S/O Laminate,"#671567=IfcLocalPlacement(#671546,#671566)","#302681=IfcProductDefinitionShape($,$,(#302674,#302679))",1057557,2110.00000000001,1510.0,,RAD1010.D1
315474,315474,IfcDoor,3$2ak9Dlz5fPwzEBXupc_X,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057652,,1060mm - 2110mm S/O Laminate,"#671682=IfcLocalPlacement(#671661,#671681)","#315468=IfcProductDefinitionShape($,$,(#315461,#315466))",1057652,2109.99999999998,1060.0,,RAD1016.D1
328264,328264,IfcDoor,3$2ak9Dlz5fPwzEBXupczr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057696,,1060mm - 2110mm S/O Laminate,"#671645=IfcLocalPlacement(#671622,#671644)","#328258=IfcProductDefinitionShape($,$,(#328251,#328256))",1057696,2109.99999999998,1060.0,,RAD1015.D1
341055,341055,IfcDoor,3$2ak9Dlz5fPwzEBXupcyL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057728,,1060mm - 2110mm S/O Laminate,"#671719=IfcLocalPlacement(#671698,#671718)","#341049=IfcProductDefinitionShape($,$,(#341042,#341047))",1057728,2109.99999999998,1060.0,,RAD1014.D1
341196,341196,IfcDoor,3$2ak9Dlz5fPwzEBXupcyz,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057768,,1060mm - 2110mm S/O Laminate,"#671754=IfcLocalPlacement(#671735,#671753)","#341190=IfcProductDefinitionShape($,$,(#341183,#341188))",1057768,2109.99999999998,1060.0,,RAD1013.D1
341337,341337,IfcDoor,3$2ak9Dlz5fPwzEBXupcZV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057802,,1060mm - 2110mm S/O Laminate,"#671986=IfcLocalPlacement(#671963,#671985)","#341331=IfcProductDefinitionShape($,$,(#341324,#341329))",1057802,2109.99999999998,1060.0,,RAD1012.D1
341477,341477,IfcDoor,3$2ak9Dlz5fPwzEBXupcZp,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1057830,,1060mm - 2110mm S/O Laminate,"#671793=IfcLocalPlacement(#671770,#671792)","#341471=IfcProductDefinitionShape($,$,(#341464,#341469))",1057830,2109.99999999998,1060.0,,RAD1011.D1
352238,352238,IfcDoor,3$2ak9Dlz5fPwzEBXupcY3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1057878,,810mm - 2110mm S/O Laminate,"#672023=IfcLocalPlacement(#672002,#672022)","#352232=IfcProductDefinitionShape($,$,(#352225,#352230))",1057878,2109.99999999998,809.999999999989,,RAD1005.D1
363066,363066,IfcDoor,3$2ak9Dlz5fPwzEBXupccS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1058121,,810mm - 2110mm S/O Laminate,"#670837=IfcLocalPlacement(#670818,#670836)","#363060=IfcProductDefinitionShape($,$,(#363053,#363058))",1058121,2109.99999999998,809.999999999989,,RAD1022.D1
376483,376483,IfcDoor,2dtxzFzG9C5PVaQjh1HYr1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1058147,,1510mm - 2110mm S/O Laminate,"#670802=IfcLocalPlacement(#670779,#670801)","#376477=IfcProductDefinitionShape($,$,(#376470,#376475))",1058147,2110.00000000001,1510.00000000004,,RAD1036.D1
376620,376620,IfcDoor,3$2ak9Dlz5fPwzEBXupcbK,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1058177,,1060mm - 2110mm S/O Laminate,"#671908=IfcLocalPlacement(#671887,#671907)","#376614=IfcProductDefinitionShape($,$,(#376607,#376612))",1058177,2109.99999999998,1060.0,,RAD1024.D1
376761,376761,IfcDoor,3$2ak9Dlz5fPwzEBXupcbm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1058213,,1060mm - 2110mm S/O Laminate,"#670907=IfcLocalPlacement(#670888,#670906)","#376755=IfcProductDefinitionShape($,$,(#376748,#376753))",1058213,2109.99999999998,1060.00000000011,,RAD1026.D1
389550,389550,IfcDoor,3$2ak9Dlz5fPwzEBXupca0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1058261,,1060mm - 2110mm S/O Laminate,"#670872=IfcLocalPlacement(#670853,#670871)","#389544=IfcProductDefinitionShape($,$,(#389537,#389542))",1058261,2109.99999999998,1060.00000000011,,RAD1027.D1
403333,403333,IfcDoor,1$dn2VGfzA9BFMr4bpcmaW,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O HH Acrovyn:1065657,,1510mm - 2110mm S/O HH Acrovyn,"#672099=IfcLocalPlacement(#672078,#672098)","#403327=IfcProductDefinitionShape($,$,(#403320,#403325))",1065657,2110.00000000001,1510.0,FD30S,RAD1049.D1
403733,403733,IfcDoor,0V1XMZEr1CBgq9i_8OdeUZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1067304,,810mm - 2110mm S/O Laminate,"#672136=IfcLocalPlacement(#672115,#672135)","#403727=IfcProductDefinitionShape($,$,(#403720,#403725))",1067304,2109.99999999998,809.999999999989,,RAD1045.D1
414492,414492,IfcDoor,0V1XMZEr1CBgq9i_8OdeVr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1067390,,810mm - 2110mm S/O Laminate,"#672171=IfcLocalPlacement(#672152,#672170)","#414486=IfcProductDefinitionShape($,$,(#414479,#414484))",1067390,2109.99999999998,809.999999999989,,RAD1044.D1
427910,427910,IfcDoor,0V1XMZEr1CBgq9i_8OdeTe,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1067491,,1510mm - 2110mm S/O Laminate,"#672062=IfcLocalPlacement(#672039,#672061)","#427904=IfcProductDefinitionShape($,$,(#427897,#427902))",1067491,2110.00000000001,1510.00000000004,,RAD1047.D1
440681,440681,IfcDoor,0V1XMZEr1CBgq9i_8OdeNM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1010mm - 2110mm S/O Laminate:1067869,,1010mm - 2110mm S/O Laminate,"#670763=IfcLocalPlacement(#670744,#670762)","#440675=IfcProductDefinitionShape($,$,(#440668,#440673))",1067869,2109.99999999998,1010.00000000001,,RAD1048.D1
505946,505946,IfcDoor,02iM6GvGT6aPBdvLGeyG0r,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1144487,,1910mm - 2110mm S/O DS Laminate,"#672210=IfcLocalPlacement(#672187,#672209)","#505940=IfcProductDefinitionShape($,$,(#505933,#505938))",1144487,2110.0,1909.99999999998,FD30S,RAD1C03.D1
506090,506090,IfcDoor,2OIaYFNRHCEgi8EglT9pHA,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1185833,,1060mm - 2110mm S/O Laminate,"#671606=IfcLocalPlacement(#671583,#671605)","#506084=IfcProductDefinitionShape($,$,(#506077,#506082))",1185833,2109.99999999998,1060.0,,RAD1030.D1
506435,506435,IfcDoor,1h4ZOoGRXBmv7H6Eh5HFGt,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1189477,,1060mm - 2110mm S/O Laminate,"#672247=IfcLocalPlacement(#672226,#672246)","#506429=IfcProductDefinitionShape($,$,(#506422,#506427))",1189477,2109.99999999998,1060.0,,RAD1040.D1
506574,506574,IfcDoor,1oOo4KZA95QBfufV6cX42o,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1189517,,1060mm - 2110mm S/O Laminate,"#672284=IfcLocalPlacement(#672263,#672283)","#506568=IfcProductDefinitionShape($,$,(#506561,#506566))",1189517,2109.99999999998,1060.00000000011,FD60S,RAD1042.D1
521396,521396,IfcDoor,14Kxi118b2Fxwelmp74VM3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined:1193405,,1060mm - 2110mm S/O Lead Lined,"#671156=IfcLocalPlacement(#671137,#671155)","#521390=IfcProductDefinitionShape($,$,(#521383,#521388))",1193405,2109.99999999998,1060.00000000011,,RAD1019.D1
539275,539275,IfcDoor,3qFW0qg1z1duXUuQYYSgKN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1010mm - 2110mm S/O Laminate:1247251,,1010mm - 2110mm S/O Laminate,"#672323=IfcLocalPlacement(#672300,#672322)","#539269=IfcProductDefinitionShape($,$,(#539262,#539267))",1247251,2109.99999999998,1010.00000000001,,RAD1023.D1
560023,560023,IfcDoor,1tIicCXxLDWgcS6Y2hw434,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1410mm - 2110mm S/O MRI Laminate:1396234,,1410mm - 2110mm S/O MRI Laminate,"#672360=IfcLocalPlacement(#672339,#672359)","#560017=IfcProductDefinitionShape($,$,(#560010,#560015))",1396234,2109.99999999998,1409.99999999999,,RAD1029.D1
566856,566856,IfcDoor,2FizNkMD11IO8fZLv_q4Dn,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1511436,,810mm - 2110mm S/O Laminate,"#672545=IfcLocalPlacement(#672526,#672544)","#566850=IfcProductDefinitionShape($,$,(#566843,#566848))",1511436,2109.99999999998,809.999999999989,,RAD1004.D1
579642,579642,IfcDoor,2HM5T6PYP5xvkjgpS9O6Eh,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:1060mm - 2110mm S/O DS Laminate:1511772,,1060mm - 2110mm S/O DS Laminate,"#672510=IfcLocalPlacement(#672489,#672509)","#579636=IfcProductDefinitionShape($,$,(#579629,#579634))",1511772,2109.99999999998,1060.00000000011,,RAD1003.D1
593179,593179,IfcDoor,1BG9UkI$97exH2BXcV4F5I,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1d - Single Door:910mm - 2110mm S/O Laminate:1518425,,910mm - 2110mm S/O Laminate,"#671832=IfcLocalPlacement(#671809,#671831)","#593173=IfcProductDefinitionShape($,$,(#593166,#593171))",1518425,2109.99999999998,910.000000000001,,RAD1001.D1
619594,619594,IfcDoor,0rlqTrCSnBmvMxa4oZHUOM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462650)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1518580,,1060mm - 2110mm S/O Laminate,"#671195=IfcLocalPlacement(#671172,#671194)","#619588=IfcProductDefinitionShape($,$,(#619581,#619586))",1518580,2109.99999999998,1060.00000000011,,RAD1002.D1
