,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
17568,17568,IfcDoor,1CC__b4mn55BcG0sNMfN1q,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:591655,,1060mm - 2110mm S/O Laminate,"#1090106=IfcLocalPlacement(#1090087,#1090105)","#17562=IfcProductDefinitionShape($,$,(#17555,#17560))",591655,2109.99999999999,1060.00000000011,,CCU2052.D1
19441,19441,IfcDoor,1CC__b4mn55BcG0sNMfN2M,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:591813,,1910mm - 2110mm S/O,"#1090615=IfcLocalPlacement(#1090592,#1090614)","#19435=IfcProductDefinitionShape($,$,(#19428,#19433))",591813,2060.0,1824.0,,CCU2019.D1
19743,19743,IfcDoor,1CC__b4mn55BcG0sNMfN2L,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:591814,,1910mm - 2110mm S/O,"#1090576=IfcLocalPlacement(#1090557,#1090575)","#19737=IfcProductDefinitionShape($,$,(#19730,#19735))",591814,2060.0,1824.0,,CCU2020.D1
20946,20946,IfcDoor,19lZ90nVP1lw2RvAhJ93oY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 6c - Equal Double Door (Internal Glazing-Observation):1910mm - 2110mm S/O:596252,,1910mm - 2110mm S/O,"#1090812=IfcLocalPlacement(#1090793,#1090811)","#20940=IfcProductDefinitionShape($,$,(#20933,#20938))",596252,2060.0,1824.0,,CCU2018.D1
79382,79382,IfcDoor,1n5XhMO2j1cRHT9pZ$vN9B,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627471,,1910mm - 2110mm S/O Laminate,"#1090999=IfcLocalPlacement(#1090978,#1090998)","#79376=IfcProductDefinitionShape($,$,(#79369,#79374))",627471,2110.0,1909.99999999995,FD30S,CCU2C04.D3
134589,134589,IfcDoor,23s7GuRk99_9la$TGwezKv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627498,,1910mm - 2110mm S/O Laminate,"#1090654=IfcLocalPlacement(#1090631,#1090653)","#134583=IfcProductDefinitionShape($,$,(#134576,#134581))",627498,2110.0,1910.0,FD30S,CCU2C04.D2
189787,189787,IfcDoor,1n5XhMO2j1cRHT9pZ$vN8U,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627546,,1910mm - 2110mm S/O Laminate,"#1090923=IfcLocalPlacement(#1090902,#1090922)","#189779=IfcProductDefinitionShape($,$,(#189772,#189777))",627546,2110.0,1910.00000000002,FD30S,CCU2C06.D1
189918,189918,IfcDoor,1n5XhMO2j1cRHT9pZ$vNB1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:627589,,1910mm - 2110mm S/O Laminate,"#1091038=IfcLocalPlacement(#1091015,#1091037)","#189912=IfcProductDefinitionShape($,$,(#189905,#189910))",627589,2110.0,1910.0,FD30S,CCU2C04.D4
216471,216471,IfcDoor,2V16A$vab6fQec7Rnxz6eO,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:670447,,1060mm - 2110mm S/O Laminate,"#1091112=IfcLocalPlacement(#1091091,#1091111)","#216465=IfcProductDefinitionShape($,$,(#216458,#216463))",670447,2109.99999999999,1060.0,,CCU2075.D1
232855,232855,IfcDoor,0KUxoQJ0f4qeZeNqxgKtlF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461858)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:724830,,810mm - 2110mm S/O Laminate,"#1092424=IfcLocalPlacement(#1092403,#1092423)","#232849=IfcProductDefinitionShape($,$,(#232842,#232847))",724830,2109.99999999999,810.000000000006,,CCU2054.D1
