,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
83220,83220,IfcDoor,2VTXhcJYn0rh7NvGUexLDV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS  Laminate:1566778,,1910mm - 2110mm S/O DS  Laminate,"#1150565=IfcLocalPlacement(#1150544,#1150564)","#83214=IfcProductDefinitionShape($,$,(#83207,#83212))",1566778,2110.0,1909.99999999995,FD30S,EMD1C06.D2
99818,99818,IfcDoor,0WcX27AhP668HFooxfC$Wg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1637798,,1060mm - 2110mm S/O Laminate,"#1150711=IfcLocalPlacement(#1150692,#1150710)","#99812=IfcProductDefinitionShape($,$,(#99805,#99810))",1637798,2109.99999999998,1060.00000000011,,EMD1024.D1
126240,126240,IfcDoor,0WcX27AhP668HFooxfC$k6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1637898,,1060mm - 2110mm S/O Laminate,"#1150785=IfcLocalPlacement(#1150764,#1150784)","#126234=IfcProductDefinitionShape($,$,(#126227,#126232))",1637898,2109.99999999998,1060.00000000011,,EMD1056.D1
139102,139102,IfcDoor,1BkI87kBH14v_UyV8NbkA9,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1666478,,1060mm - 2110mm S/O Laminate,"#1150824=IfcLocalPlacement(#1150801,#1150823)","#139096=IfcProductDefinitionShape($,$,(#139089,#139094))",1666478,2109.99999999998,1060.00000000011,FD30S,EMD1061.D1
156804,156804,IfcDoor,3$k1IDZaj9LxkkmHvQqgTa,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690775,,1060mm - 2110mm S/O Laminate,"#1151079=IfcLocalPlacement(#1151058,#1151078)","#156798=IfcProductDefinitionShape($,$,(#156791,#156796))",1690775,2109.99999999998,1060.00000000011,,EAU1063.D1
169592,169592,IfcDoor,3$k1IDZaj9LxkkmHvQqgTf,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690778,,1060mm - 2110mm S/O Laminate,"#1151229=IfcLocalPlacement(#1151208,#1151228)","#169586=IfcProductDefinitionShape($,$,(#169579,#169584))",1690778,2109.99999999998,1060.00000000011,,EAU1072.D1
169731,169731,IfcDoor,3$k1IDZaj9LxkkmHvQqgTl,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690780,,1060mm - 2110mm S/O Laminate,"#1151042=IfcLocalPlacement(#1151021,#1151041)","#169725=IfcProductDefinitionShape($,$,(#169718,#169723))",1690780,2109.99999999998,1060.0,,EAU1068.D1
169869,169869,IfcDoor,3$k1IDZaj9LxkkmHvQqgTk,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690781,,1060mm - 2110mm S/O Laminate,"#1151155=IfcLocalPlacement(#1151134,#1151154)","#169863=IfcProductDefinitionShape($,$,(#169856,#169861))",1690781,2109.99999999998,1060.0,,EAU1058.D1
170007,170007,IfcDoor,3$k1IDZaj9LxkkmHvQqgTj,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690782,,1060mm - 2110mm S/O Laminate,"#1151192=IfcLocalPlacement(#1151171,#1151191)","#170001=IfcProductDefinitionShape($,$,(#169994,#169999))",1690782,2109.99999999998,1060.00000000011,,EAU1059.D1
170144,170144,IfcDoor,3$k1IDZaj9LxkkmHvQqgTi,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690783,,1060mm - 2110mm S/O Laminate,"#1151118=IfcLocalPlacement(#1151095,#1151117)","#170138=IfcProductDefinitionShape($,$,(#170131,#170136))",1690783,2109.99999999998,1060.00000000011,,EAU1067.D1
171770,171770,IfcDoor,3$k1IDZaj9LxkkmHvQqgSZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690832,,1060mm - 2110mm S/O Laminate,"#1151303=IfcLocalPlacement(#1151282,#1151302)","#171764=IfcProductDefinitionShape($,$,(#171757,#171762))",1690832,2109.99999999998,1060.0,,EAU1028.D1
184556,184556,IfcDoor,3$k1IDZaj9LxkkmHvQqgSY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461060)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1690833,,1060mm - 2110mm S/O Laminate,"#1151412=IfcLocalPlacement(#1151391,#1151411)","#184550=IfcProductDefinitionShape($,$,(#184543,#184548))",1690833,2109.99999999998,1060.00000000011,,EAU1029.D1
