,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
14586,14586,IfcDoor,2YqP8$nFTC3RqhHpEqjmzU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:890979,,1060mm - 2110mm S/O Laminate,"#317715=IfcLocalPlacement(#317694,#317714)","#14580=IfcProductDefinitionShape($,$,(#14573,#14578))",890979,2109.99999999998,1060.00000000011,,PHA0005.D1
49182,49182,IfcDoor,2YqP8$nFTC3RqhHpEqjmzP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:890980,,1060mm-2110mm S/O Laminate,"#317750=IfcLocalPlacement(#317731,#317749)","#49176=IfcProductDefinitionShape($,$,(#49169,#49174))",890980,2109.99999999998,1060.00000000011,,PHA0003.D1
49393,49393,IfcDoor,2YqP8$nFTC3RqhHpEqjmzO,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:890981,,1060mm - 2110mm S/O Laminate,"#317787=IfcLocalPlacement(#317766,#317786)","#49387=IfcProductDefinitionShape($,$,(#49380,#49385))",890981,2109.99999999998,1060.00000000011,,PHA0004.D1
62664,62664,IfcDoor,1Pf9bIaYHEiQvnlygb$T2B,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918526,,1060mm - 2110mm S/O Laminate,"#317824=IfcLocalPlacement(#317803,#317823)","#62658=IfcProductDefinitionShape($,$,(#62651,#62656))",918526,2109.99999999998,1060.00000000011,,PHA0006.D1
75687,75687,IfcDoor,1zrdep5Jv3XhBzyfeJuiDp,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:921605,,1060mm - 2110mm S/O Laminate,"#317935=IfcLocalPlacement(#317912,#317934)","#75681=IfcProductDefinitionShape($,$,(#75674,#75679))",921605,2109.99999999998,1060.00000000011,,PHA0C01.D1
75825,75825,IfcDoor,3QBbJtJ2LDgR9Vb$9D087k,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:922102,,1060mm - 2110mm S/O Laminate,"#317861=IfcLocalPlacement(#317840,#317860)","#75819=IfcProductDefinitionShape($,$,(#75812,#75817))",922102,2109.99999999998,1060.0,,PHA0002.D1
89846,89846,IfcDoor,1B22w55Sb1kuoVodFbML_p,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:958981,,1510mm - 2110mm S/O Laminate,"#317972=IfcLocalPlacement(#317951,#317971)","#89840=IfcProductDefinitionShape($,$,(#89833,#89838))",958981,2110.00000000001,1510.0,FD30S,PHA0021.D1
104492,104492,IfcDoor,3gIeJQ2tPB6wDdnrVHyRTH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Security Door:959971,,1710mm - 2110mm S/O Security Door,"#318083=IfcLocalPlacement(#318060,#318082)","#104486=IfcProductDefinitionShape($,$,(#104479,#104484))",959971,2110.0,1709.99999999999,,PHA0022.D1
118100,118100,IfcDoor,0d2uDWG6v8wuOITNgMTbxZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Security Door:960249,,1510mm - 2110mm S/O Security Door,"#318120=IfcLocalPlacement(#318099,#318119)","#118094=IfcProductDefinitionShape($,$,(#118087,#118092))",960249,2110.00000000001,1510.0,,PHA0018.D1
132158,132158,IfcDoor,2RWfgPhMvFJ8Sv6ma2X7FR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:963723,,1510mm - 2110mm S/O Laminate,"#318270=IfcLocalPlacement(#318247,#318269)","#132152=IfcProductDefinitionShape($,$,(#132145,#132150))",963723,2110.00000000001,1510.0,,PHA0010.D1
