,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
534002,534002,IfcDoor,3xDgKGRjf4rhBc9kY2Ju1A,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:914208,,1060mm - 2110mm S/O Laminate,"#1398709=IfcLocalPlacement(#1398688,#1398708)","#533996=IfcProductDefinitionShape($,$,(#533989,#533994))",914208,2109.99999999999,1060.0,,ACC2051.D1
534359,534359,IfcDoor,3xDgKGRjf4rhBc9kY2JuQc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:914892,,1510mm - 2110mm S/O Laminate,"#1398748=IfcLocalPlacement(#1398725,#1398747)","#534353=IfcProductDefinitionShape($,$,(#534346,#534351))",914892,2110.00000000001,1510.00000000004,,ACC2004.D1
560700,560700,IfcDoor,3xDgKGRjf4rhBc9kY2JuNH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:915131,,1060mm - 2110mm S/O Laminate,"#1398413=IfcLocalPlacement(#1398390,#1398412)","#560694=IfcProductDefinitionShape($,$,(#560687,#560692))",915131,2109.99999999999,1060.00000000011,,ACC2008.D1
572275,572275,IfcDoor,3qdHJCzXfDEh3VVNrliyxB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916363,,810mm - 2110mm S/O Laminate,"#1398450=IfcLocalPlacement(#1398429,#1398449)","#572269=IfcProductDefinitionShape($,$,(#572262,#572267))",916363,2109.99999999999,809.999999999989,,ACC2012.D1
583098,583098,IfcDoor,3qdHJCzXfDEh3VVNrliyxS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916380,,810mm - 2110mm S/O Laminate,"#1398785=IfcLocalPlacement(#1398764,#1398784)","#583092=IfcProductDefinitionShape($,$,(#583085,#583090))",916380,2109.99999999999,809.999999999989,,ACC2011.D1
593853,593853,IfcDoor,3qdHJCzXfDEh3VVNrliywY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916450,,810mm - 2110mm S/O Laminate,"#1398859=IfcLocalPlacement(#1398838,#1398858)","#593847=IfcProductDefinitionShape($,$,(#593840,#593845))",916450,2109.99999999999,809.999999999989,,ACC2014.D1
604609,604609,IfcDoor,3qdHJCzXfDEh3VVNrliyw_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916478,,810mm - 2110mm S/O Laminate,"#1398822=IfcLocalPlacement(#1398801,#1398821)","#604603=IfcProductDefinitionShape($,$,(#604596,#604601))",916478,2109.99999999999,809.999999999989,,ACC2015.D1
617393,617393,IfcDoor,2DAyjDfVL0kwbEFUq1ZWFm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:916854,,1060mm - 2110mm S/O Laminate,"#1398898=IfcLocalPlacement(#1398875,#1398897)","#617387=IfcProductDefinitionShape($,$,(#617380,#617385))",916854,2109.99999999999,1060.00000000011,,ACC2044.D1
618138,618138,IfcDoor,2AgJOJDdD4FBnqsGXyRPUc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1f - Single Door (Glazed):1060mm - 2110mm S/O Laminate:917178,,1060mm - 2110mm S/O Laminate,"#1398935=IfcLocalPlacement(#1398914,#1398934)","#618132=IfcProductDefinitionShape($,$,(#618125,#618130))",917178,2109.99999999999,1060.0,,ACC2017.D1
618643,618643,IfcDoor,2AgJOJDdD4FBnqsGXyRcl2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918238,,1060mm - 2110mm S/O Laminate,"#1398635=IfcLocalPlacement(#1398614,#1398634)","#618637=IfcProductDefinitionShape($,$,(#618630,#618635))",918238,2109.99999999999,1060.0,,ACC2053.D1
618778,618778,IfcDoor,358ZqUUsXDVugmE09U9oeR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918630,,1060mm - 2110mm S/O Laminate,"#1398972=IfcLocalPlacement(#1398951,#1398971)","#618772=IfcProductDefinitionShape($,$,(#618765,#618770))",918630,2109.99999999999,1060.0,,ACC2016.D1
630796,630796,IfcDoor,2H50HiD6L4dRKTWZc1sRBc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Laminate:918662,,1910mm - 2110mm S/O Laminate,"#1399011=IfcLocalPlacement(#1398988,#1399010)","#630790=IfcProductDefinitionShape($,$,(#630783,#630788))",918662,2110.0,1909.99999999998,,ACC2018.D1
696052,696052,IfcDoor,2H50HiD6L4dRKTWZc1sRAq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS PVC:918740,,1910mm - 2110mm S/O DS PVC,"#1399050=IfcLocalPlacement(#1399027,#1399049)","#696046=IfcProductDefinitionShape($,$,(#696039,#696044))",918740,2110.0,1909.99999999998,FD30S,ACC2C03.D1
696179,696179,IfcDoor,13HTYd4h9BVeD1qGOiqgNx,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O PVC:919476,,1060mm - 2110mm S/O PVC,"#1398115=IfcLocalPlacement(#1398094,#1398114)","#696173=IfcProductDefinitionShape($,$,(#696166,#696171))",919476,2109.99999999999,1060.0,,ACC2023.D1
762465,762465,IfcDoor,0AcAo2VQn4rQjj5WAAoGK3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:920600,,1910mm - 2110mm S/O DS Laminate,"#1399163=IfcLocalPlacement(#1399140,#1399162)","#762459=IfcProductDefinitionShape($,$,(#762452,#762457))",920600,2110.0,1910.0,FD30S,ACU2C03.D3
817730,817730,IfcDoor,0AcAo2VQn4rQjj5WAAoGK2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:920601,,1910mm - 2110mm S/O Laminate,"#1399200=IfcLocalPlacement(#1399179,#1399199)","#817724=IfcProductDefinitionShape($,$,(#817717,#817722))",920601,2110.0,1909.99999999995,FD30S,ACU2C03.D2
819049,819049,IfcDoor,1V$B6Tw0H2WfBv2mHSN1Li,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920619,,1060mm - 2110mm S/O Laminate,"#1399274=IfcLocalPlacement(#1399253,#1399273)","#819043=IfcProductDefinitionShape($,$,(#819036,#819041))",920619,2109.99999999999,1060.0,,ACU2194.D1
833281,833281,IfcDoor,0AcAo2VQn4rQjj5WAAoGKs,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:920621,,1710mm - 2110mm S/O Laminate,"#1399089=IfcLocalPlacement(#1399066,#1399088)","#833275=IfcProductDefinitionShape($,$,(#833268,#833273))",920621,2110.0,1710.00000000003,,ACU2112A.D1
847091,847091,IfcDoor,0AcAo2VQn4rQjj5WAAoGKr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:920622,,1480mm - 2110mm S/O Laminate,"#1399124=IfcLocalPlacement(#1399105,#1399123)","#847085=IfcProductDefinitionShape($,$,(#847078,#847083))",920622,2110.0,1480.00000000001,,ACU2112.D1
859959,859959,IfcDoor,0AcAo2VQn4rQjj5WAAoGKg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920625,,1060mm - 2110mm S/O Laminate,"#1399237=IfcLocalPlacement(#1399216,#1399236)","#859953=IfcProductDefinitionShape($,$,(#859946,#859951))",920625,2109.99999999999,1060.00000000011,,ACU2134.D1
873747,873747,IfcDoor,0AcAo2VQn4rQjj5WAAoGKb,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920638,,1060mm - 2110mm S/O Laminate,"#1399424=IfcLocalPlacement(#1399403,#1399423)","#873741=IfcProductDefinitionShape($,$,(#873734,#873739))",920638,2109.99999999999,1060.0,,ACU2102.D1
908254,908254,IfcDoor,0AcAo2VQn4rQjj5WAAoGKa,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O:920639,,1060mm-2110mm S/O,"#1399461=IfcLocalPlacement(#1399440,#1399460)","#908248=IfcProductDefinitionShape($,$,(#908241,#908246))",920639,2109.99999999999,1060.0,,ACU2C02.D1
921113,921113,IfcDoor,0AcAo2VQn4rQjj5WAAoGLR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined Laminate:920640,,1060mm - 2110mm S/O Lead Lined Laminate,"#1399498=IfcLocalPlacement(#1399477,#1399497)","#921107=IfcProductDefinitionShape($,$,(#921100,#921105))",920640,2109.99999999999,1060.00000000011,,ACU2101.D1
921324,921324,IfcDoor,0AcAo2VQn4rQjj5WAAoGLQ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920641,,1060mm - 2110mm S/O Laminate,"#1399387=IfcLocalPlacement(#1399364,#1399386)","#921318=IfcProductDefinitionShape($,$,(#921311,#921316))",920641,2109.99999999999,1060.00000000011,,ACU2103.D1
934109,934109,IfcDoor,0AcAo2VQn4rQjj5WAAoGLP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined Laminate:920642,,1060mm - 2110mm S/O Lead Lined Laminate,"#1399348=IfcLocalPlacement(#1399327,#1399347)","#934103=IfcProductDefinitionShape($,$,(#934096,#934101))",920642,2109.99999999999,1060.00000000011,,ACU2104.D1
934251,934251,IfcDoor,2Hwzh2bxH5jOc5DZUXSJgH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920643,,1060mm - 2110mm S/O Laminate,"#1399535=IfcLocalPlacement(#1399514,#1399534)","#934245=IfcProductDefinitionShape($,$,(#934238,#934243))",920643,2109.99999999999,1060.0,,ACU2104.D2
934762,934762,IfcDoor,0AcAo2VQn4rQjj5WAAoGLL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920654,,1060mm - 2110mm S/O Laminate,"#1399574=IfcLocalPlacement(#1399551,#1399573)","#934756=IfcProductDefinitionShape($,$,(#934749,#934754))",920654,2109.99999999999,1060.00000000011,,ACU2109.D1
946782,946782,IfcDoor,0AcAo2VQn4rQjj5WAAoGLB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Lead Lined Laminate:920656,,1910mm - 2110mm S/O Lead Lined Laminate,"#1399611=IfcLocalPlacement(#1399590,#1399610)","#946776=IfcProductDefinitionShape($,$,(#946769,#946774))",920656,2110.0,1909.99999999998,,ACU2101.D2
947320,947320,IfcDoor,0AcAo2VQn4rQjj5WAAoGLF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920660,,1060mm - 2110mm S/O Laminate,"#1399648=IfcLocalPlacement(#1399627,#1399647)","#947314=IfcProductDefinitionShape($,$,(#947307,#947312))",920660,2109.99999999999,1060.00000000011,,ACU2116A.D1
948046,948046,IfcDoor,0AcAo2VQn4rQjj5WAAoGL0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920667,,1060mm - 2110mm S/O Laminate,"#1399726=IfcLocalPlacement(#1399703,#1399725)","#948040=IfcProductDefinitionShape($,$,(#948033,#948038))",920667,2109.99999999999,1060.00000000011,,ACU2121A.D1
961260,961260,IfcDoor,0AcAo2VQn4rQjj5WAAoGL$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920676,,1060mm - 2110mm S/O Laminate,"#1399804=IfcLocalPlacement(#1399781,#1399803)","#961254=IfcProductDefinitionShape($,$,(#961247,#961252))",920676,2109.99999999999,1060.0,,ACU2185.D1
961702,961702,IfcDoor,0AcAo2VQn4rQjj5WAAoGLZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:920696,,1910mm - 2110mm S/O DS Laminate,"#1399843=IfcLocalPlacement(#1399820,#1399842)","#961696=IfcProductDefinitionShape($,$,(#961689,#961694))",920696,2110.0,1909.99999999995,FD30S,ACU2C03.D1
964046,964046,IfcDoor,395gRWTxT7LR4RZFef2KMU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:924873,,1060mm - 2110mm S/O Laminate,"#1399997=IfcLocalPlacement(#1399974,#1399996)","#964040=IfcProductDefinitionShape($,$,(#964033,#964038))",924873,2109.99999999999,1060.0,,ACU2133.D1
966623,966623,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:928280,,1910mm - 2110mm S/O Laminate,"#1400217=IfcLocalPlacement(#1400198,#1400216)","#966615=IfcProductDefinitionShape($,$,(#966608,#966613))",928280,2110.0,1909.99999999999,FD30S,ACU2C04.D2
966985,966985,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7v,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:928286,,1060mm - 2110mm S/O Laminate,"#1400289=IfcLocalPlacement(#1400268,#1400288)","#966977=IfcProductDefinitionShape($,$,(#966970,#966975))",928286,2109.99999999999,1060.00000000001,,ACU2129.D1
968025,968025,IfcDoor,2d7dxMhAXBluu0C6ujZ7sX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2e - Double Unequal Door Frameless:1424mm - 2060mm S/O Frameless Laminate:958275,,1424mm - 2060mm S/O Frameless Laminate,"#1397675=IfcLocalPlacement(#1397656,#1397674)","#968019=IfcProductDefinitionShape($,$,(#968012,#968017))",958275,2060.0,1424.00000000009,,ACC2031.D1
980249,980249,IfcDoor,0ZRKXF_Nz3WBZe6_HE2rWJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Lead Lined PVC:965075,,1910mm - 2110mm S/O Lead Lined PVC,"#1400326=IfcLocalPlacement(#1400305,#1400325)","#980243=IfcProductDefinitionShape($,$,(#980236,#980241))",965075,2110.0,1909.99999999998,,ACC2019.D2
980844,980844,IfcDoor,1gR3oolYX4B8WA4R2DB_IS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:995571,,1060mm - 2110mm S/O Laminate,"#1400252=IfcLocalPlacement(#1400233,#1400251)","#980836=IfcProductDefinitionShape($,$,(#980829,#980834))",995571,2109.99999999999,1060.00000000001,,ACU2135.D1
985209,985209,IfcDoor,1lPdJF5lr7Kh_DOn4sB$jF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:995736,,1510mm - 2110mm S/O Laminate,"#1400361=IfcLocalPlacement(#1400342,#1400360)","#985203=IfcProductDefinitionShape($,$,(#985196,#985201))",995736,2110.00000000001,1510.00000000004,,ACU2142.D1
