,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
19493,19493,IfcDoor,2C76bdnbL27PluUXZDDvI9,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:905839,,1510mm - 2110mm S/O Laminate,"#299642=IfcLocalPlacement(#299623,#299641)","#19487=IfcProductDefinitionShape($,$,(#19480,#19485))",905839,2110.00000000001,1510.00000000004,FD30S,CAT0022.D1
32986,32986,IfcDoor,2C76bdnbL27PluUXZDDvGw,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:905948,,1510mm - 2110mm S/O Laminate,"#299679=IfcLocalPlacement(#299658,#299678)","#32980=IfcProductDefinitionShape($,$,(#32973,#32978))",905948,2110.00000000001,1510.00000000004,,CAT0001.D1
46398,46398,IfcDoor,2C76bdnbL27PluUXZDDvNe,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:905998,,1510mm - 2110mm S/O Laminate,"#299969=IfcLocalPlacement(#299950,#299968)","#46392=IfcProductDefinitionShape($,$,(#46385,#46390))",905998,2110.00000000001,1510.0,,CAT0004.D1
59812,59812,IfcDoor,2C76bdnbL27PluUXZDDv8C,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:906474,,1510mm - 2110mm S/O Laminate,"#300008=IfcLocalPlacement(#299985,#300007)","#59806=IfcProductDefinitionShape($,$,(#59799,#59804))",906474,2110.00000000001,1510.0,,CAT0003.D1
94315,94315,IfcDoor,2C76bdnbL27PluUXZDDvFs,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:906512,,1060mm-2110mm S/O Laminate,"#299714=IfcLocalPlacement(#299695,#299713)","#94309=IfcProductDefinitionShape($,$,(#94302,#94307))",906512,2109.99999999998,1060.00000000011,,CAT0017.D1
107178,107178,IfcDoor,2C76bdnbL27PluUXZDDvCc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:906688,,1060mm - 2110mm S/O Laminate,"#299570=IfcLocalPlacement(#299549,#299569)","#107172=IfcProductDefinitionShape($,$,(#107165,#107170))",906688,2109.99999999998,1060.00000000011,FD30S,CAT0018.D1
120039,120039,IfcDoor,2C76bdnbL27PluUXZDDvCS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:906746,,1060mm - 2110mm S/O Laminate,"#299607=IfcLocalPlacement(#299586,#299606)","#120033=IfcProductDefinitionShape($,$,(#120026,#120031))",906746,2109.99999999998,1060.00000000011,,CAT0021.D1
120175,120175,IfcDoor,2C76bdnbL27PluUXZDDv3q,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:906770,,1060mm - 2110mm S/O Laminate,"#299825=IfcLocalPlacement(#299802,#299824)","#120169=IfcProductDefinitionShape($,$,(#120162,#120167))",906770,2109.99999999998,1060.00000000011,,CAT0014.D1
120310,120310,IfcDoor,2C76bdnbL27PluUXZDDv3G,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:906806,,1060mm - 2110mm S/O Laminate,"#300045=IfcLocalPlacement(#300024,#300044)","#120304=IfcProductDefinitionShape($,$,(#120297,#120302))",906806,2109.99999999998,1060.0,,CAT0002.D1
132930,132930,IfcDoor,2C76bdnbL27PluUXZDDv24,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door1:900mm - 2110mm S/O Cold room:906850,,900mm - 2110mm S/O Cold room,"#300082=IfcLocalPlacement(#300061,#300081)","#132924=IfcProductDefinitionShape($,$,(#132917,#132922))",906850,2109.99999999998,900.000000000003,,CAT0005.D1
133135,133135,IfcDoor,2C76bdnbL27PluUXZDDv2S,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door1:900mm - 2110mm S/O Cold room:906874,,900mm - 2110mm S/O Cold room,"#300117=IfcLocalPlacement(#300098,#300116)","#133129=IfcProductDefinitionShape($,$,(#133122,#133127))",906874,2109.99999999998,900.000000000003,,CAT0006.D1
133506,133506,IfcDoor,2C76bdnbL27PluUXZDDv5s,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:907152,,1510mm - 2110mm S/O Laminate,"#300154=IfcLocalPlacement(#300133,#300153)","#133500=IfcProductDefinitionShape($,$,(#133493,#133498))",907152,2110.00000000001,1510.00000000004,,CAT0020.D2
144259,144259,IfcDoor,2C76bdnbL27PluUXZDDv40,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:907238,,810mm - 2110mm S/O Laminate,"#299860=IfcLocalPlacement(#299841,#299859)","#144253=IfcProductDefinitionShape($,$,(#144246,#144251))",907238,2109.99999999998,809.999999999989,,CAT0013.D1
155681,155681,IfcDoor,2BQc6JOJfDZO1keZhJw5UJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:907377,,1510mm - 2110mm S/O Laminate,"#300191=IfcLocalPlacement(#300170,#300190)","#155675=IfcProductDefinitionShape($,$,(#155668,#155673))",907377,2110.0,1510.00000000004,,CAT0C01.D1
166920,166920,IfcDoor,0eXm3sl9H0HB3ZOVe9yMMc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:907558,,1510mm - 2110mm S/O Laminate,"#300230=IfcLocalPlacement(#300207,#300229)","#166914=IfcProductDefinitionShape($,$,(#166907,#166912))",907558,2110.0,1510.0,FD30S,CAT0C03.D1
193256,193256,IfcDoor,2BQc6JOJfDZO1keZhJw5M2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:907872,,1060mm - 2110mm S/O Laminate,"#299934=IfcLocalPlacement(#299911,#299933)","#193250=IfcProductDefinitionShape($,$,(#193243,#193248))",907872,2109.99999999998,1060.0,,SFM0003.D1
193664,193664,IfcDoor,3Fs9ydLKb2dea_EXkVESmX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 11f - Sliding door Cold Room:900mm:932970,,900mm,"#300267=IfcLocalPlacement(#300246,#300266)","#193658=IfcProductDefinitionShape($,$,(#193651,#193656))",932970,2133.6,900.000000000003,,CAT0007.D1
206218,206218,IfcDoor,3$tEFrsM50WvHFzLHlt7GP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Laminate:969604,,1910mm - 2110mm S/O Laminate,"#300306=IfcLocalPlacement(#300283,#300305)","#206212=IfcProductDefinitionShape($,$,(#206205,#206210))",969604,2110.0,1909.99999999998,,SFM0010.D2
206912,206912,IfcDoor,25pTjVNJn5c96JEkt_mRcl,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:982107,,1060mm-2110mm S/O Laminate,"#299786=IfcLocalPlacement(#299767,#299785)","#206906=IfcProductDefinitionShape($,$,(#206899,#206904))",982107,2109.99999999998,1060.00000000011,,CAT0016.D1
207048,207048,IfcDoor,25pTjVNJn5c96JEkt_mRce,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:982108,,1510mm - 2110mm S/O Laminate,"#299751=IfcLocalPlacement(#299730,#299750)","#207042=IfcProductDefinitionShape($,$,(#207035,#207040))",982108,2110.00000000001,1510.00000000004,,CAT0015.D1
222030,222030,IfcDoor,0AdIIbEmj6MwuGMpyVTDBu,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460032)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1046702,,1060mm - 2110mm S/O Laminate,"#300343=IfcLocalPlacement(#300322,#300342)","#222024=IfcProductDefinitionShape($,$,(#222017,#222022))",1046702,2109.99999999998,1060.00000000011,,SFM0014.D1
