,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
19442,19442,IfcDoor,0tCxYhfnb8hfPE1cjAxly7,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:641702,,1510mm - 2110mm S/O Laminate,"#868897=IfcLocalPlacement(#868876,#868896)","#19436=IfcProductDefinitionShape($,$,(#19429,#19434))",641702,2110.0,1510.00000000004,FD30S,NCU3022A.D1
35065,35065,IfcDoor,0tCxYhfnb8hfPE1cjAxlyH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:641712,,1480mm - 2110mm S/O Laminate,"#869045=IfcLocalPlacement(#869024,#869044)","#35059=IfcProductDefinitionShape($,$,(#35052,#35057))",641712,2110.0,1480.00000000001,FD30S,NCU3021.D1
53848,53848,IfcDoor,0tCxYhfnb8hfPE1cjAxlwe,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:641801,,1510mm - 2110mm S/O Laminate,"#869477=IfcLocalPlacement(#869456,#869476)","#53842=IfcProductDefinitionShape($,$,(#53835,#53840))",641801,2110.0,1510.00000000004,,NCU3024.D1
53981,53981,IfcDoor,0tCxYhfnb8hfPE1cjAxlwh,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:641802,,1510mm - 2110mm S/O Laminate,"#869514=IfcLocalPlacement(#869493,#869513)","#53975=IfcProductDefinitionShape($,$,(#53968,#53973))",641802,2110.0,1510.00000000004,,NCU3023.D1
65205,65205,IfcDoor,0tCxYhfnb8hfPE1cjAxlws,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 11a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O 2:641815,,1480mm - 2110mm S/O 2,"#868823=IfcLocalPlacement(#868802,#868822)","#65199=IfcProductDefinitionShape($,$,(#65192,#65197))",641815,2110.0,1480.00000000001,,NCU3022.D1
102313,102313,IfcDoor,0Sid_ecZ1D_OezD6MM51cN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:679948,,1060mm-2110mm S/O Laminate,"#869736=IfcLocalPlacement(#869715,#869735)","#102307=IfcProductDefinitionShape($,$,(#102300,#102305))",679948,2109.99999999998,1060.00000000011,,NCU3C03.D1
129562,129562,IfcDoor,3$GGH3kUf0Pw148r_EWTsB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:688338,,1060mm - 2110mm S/O Laminate,"#869699=IfcLocalPlacement(#869678,#869698)","#129556=IfcProductDefinitionShape($,$,(#129549,#129554))",688338,2109.99999999998,1060.0,,NCU3014.D1
168175,168175,IfcDoor,24D06oCVn23P46wCmKpRhR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 1a - Single Door (Glazed - Observation):1060mm - 2110mm S/O Laminate:692905,,1060mm - 2110mm S/O Laminate,"#870034=IfcLocalPlacement(#870011,#870033)","#168169=IfcProductDefinitionShape($,$,(#168162,#168167))",692905,2109.99999999998,1060.0,FD30S,NCU3041.D1
206628,206628,IfcDoor,24D06oCVn23P46wCmKpRgJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 1a - Single Door (Glazed - Observation):1060mm - 2110mm S/O Laminate:692961,,1060mm - 2110mm S/O Laminate,"#870073=IfcLocalPlacement(#870050,#870072)","#206622=IfcProductDefinitionShape($,$,(#206615,#206620))",692961,2109.99999999998,1060.0,FD30S,NCU3042.D1
219427,219427,IfcDoor,24D06oCVn23P46wCmKpRiL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462408)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:693095,,1060mm - 2110mm S/O Laminate,"#870110=IfcLocalPlacement(#870089,#870109)","#219421=IfcProductDefinitionShape($,$,(#219414,#219419))",693095,2109.99999999998,1060.0,FD30S,NCU3040.D1
