,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
273275,273275,IfcDoor,0VOSKjbST3eeAs$pF$WYhY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 4a - Bi-Folding Door Automatic:EDT 4a_2730w x 2600:12928359,,EDT 4a_2730w x 2600,"#7594890=IfcLocalPlacement(#7594876,#7594889)","#273269=IfcProductDefinitionShape($,$,(#273262,#273267))",12928359,2600.0000000001,2730.00000000001,N/A,ED-30-008
394580,394580,IfcDoor,2WHu_t50H5yAAZYZUsObQ6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 1b - External Single Door:EDT 1b_1310w x 2110h:13919737,,EDT 1b_1310w x 2110h,"#7596086=IfcLocalPlacement(#7596067,#7596085)","#394574=IfcProductDefinitionShape($,$,(#394567,#394572))",13919737,2109.99999999998,1310.00000000001,FD30S,ED-30-502
896169,896169,IfcDoor,3EkADU6OXDFg4Ymp3zx$IV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 1b - External Single Door:EDT 1b_1310w x 2110h:14685830,,EDT 1b_1310w x 2110h,"#7599345=IfcLocalPlacement(#7599326,#7599344)","#896163=IfcProductDefinitionShape($,$,(#896156,#896161))",14685830,2109.99999999998,1309.99999999994,FD30S,ED-30-403
896770,896770,IfcDoor,2NVJd4m050wB0hCTH8kwDM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 1b - External Single Door:EDT 1b_1310w x 2110h:14692934,,EDT 1b_1310w x 2110h,"#7595955=IfcLocalPlacement(#7595936,#7595954)","#896764=IfcProductDefinitionShape($,$,(#896757,#896762))",14692934,2109.99999999998,1309.99999999994,FD30S,ED-30-504
1002350,1002350,IfcDoor,0ABFKxb9f6iAv3rWhKy6eq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 3e - Equal Double Door Louvre Screening:EDT 3e_2010w x 2200h:15056249,,EDT 3e_2010w x 2200h,"#1002349=IfcLocalPlacement(#998349,#1002348)","#1002340=IfcProductDefinitionShape($,$,(#1002333,#1002338))",15056249,2196.0,2009.99999999999,N/A,ED-30-501
1009047,1009047,IfcDoor,3GavjrNnz5YuYpr72VEbap,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 3e - Equal Double Door Louvre Screening:EDT 3e_2010w x 2200h:15066038,,EDT 3e_2010w x 2200h,"#1009046=IfcLocalPlacement(#1008662,#1009045)","#1009037=IfcProductDefinitionShape($,$,(#1009030,#1009035))",15066038,2196.0,2009.99999999999,N/A,ED-30-503
1247917,1247917,IfcDoor,1QKP6yip17wwTXFZcXc4Hx,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 18a - Bi-Parting Sliding Door:EDT 18a_2010w x 2200h:16073401,,EDT 18a_2010w x 2200h,"#1247916=IfcLocalPlacement(#122,#1247915)","#1247911=IfcProductDefinitionShape($,$,(#1247904,#1247909))",16073401,2511.99999999998,3530.0,N/A,ED-30-010
1335211,1335211,IfcDoor,3ezYDfzjP8JwhQFc01swNF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 6a - Folding Sliding Door:EDT 6a_5270w x 2495h:16169529,,EDT 6a_5270w x 2495h,"#1335210=IfcLocalPlacement(#129,#1335209)","#1335205=IfcProductDefinitionShape($,$,(#1335198,#1335203))",16169529,2558.0,5150.00000000001,N/A,ED-30-101
1341773,1341773,IfcDoor,2x5zM7HnH6RQz_VqRZhC5e,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",EDT 9a - Telescopic sliding door within wall:EDT 9a_3560w x 2290h:16297618,,EDT 9a_3560w x 2290h,"#1341772=IfcLocalPlacement(#122,#1341771)","#1341767=IfcProductDefinitionShape($,$,(#1341760,#1341765))",16297618,2431.00000000011,3560.00000000004,N/A,ED-30-007
1470913,1470913,IfcDoor,0iHiaRmevEV9oRf9SM0iWW,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461278)",Metal Gate - Railing:Gate_1200 x 1500 mm:16819662,,Gate_1200 x 1500 mm,"#1470912=IfcLocalPlacement(#122,#1470911)","#1470907=IfcProductDefinitionShape($,$,(#1470900,#1470905))",16819662,1100.0,950.000000000027,,ED-metal gate
