,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
3052602,3052602,IfcDoor,0YNbB1RALEShDCYYL0bEYT,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",Single Door:1050-2100-SD-SS:1363547,,1050-2100-SD-SS,"#4906036=IfcLocalPlacement(#4906015,#4906035)","#3052594=IfcProductDefinitionShape($,$,(#3052587,#3052592))",1363547,2170.0,1520.00000000002,,25
3068462,3068462,IfcDoor,30d8fE0b5AxvAxnuBm9Q7D,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",Single Door:Gate 9_Mesh_2000 x 2400 mm:1377293,,Gate 9_Mesh_2000 x 2400 mm,"#4906073=IfcLocalPlacement(#4906052,#4906072)","#3068456=IfcProductDefinitionShape($,$,(#3068449,#3068454))",1377293,2400.0,2019.99999999999,,Gate 9
3068745,3068745,IfcDoor,30d8fE0b5AxvAxnuBm9QAz,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 8_Mesh_2000 x 2400:1378173,,Gate 8_Mesh_2000 x 2400,"#3068744=IfcLocalPlacement(#135,#3068743)","#3068739=IfcProductDefinitionShape($,$,(#3068732,#3068737))",1378173,2400.0,2065.0,,Gate 10
3068984,3068984,IfcDoor,3Vt9$EYCTCWQHg5cxLyKtV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 11_Mesh_2000 x 2400:1385092,,Gate 11_Mesh_2000 x 2400,"#3068983=IfcLocalPlacement(#135,#3068982)","#3068976=IfcProductDefinitionShape($,$,(#3068969,#3068974))",1385092,2400.0,2125.0,,Gate 13
3084709,3084709,IfcDoor,3Vt9$EYCTCWQHg5cxLyKfA,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",Single Door:Gate 12_Mesh_2000 x 2400 mm 2:1385745,,Gate 12_Mesh_2000 x 2400 mm 2,"#4906110=IfcLocalPlacement(#4906089,#4906109)","#3084701=IfcProductDefinitionShape($,$,(#3084694,#3084699))",1385745,2400.0,2079.99999999999,,Gate 15
3673424,3673424,IfcDoor,2NCKm4xBL4H9LyajTAhyGe,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Sliding_2Panel:Door_Externall_Sliding_6200W x 2400H:1408032,,Door_Externall_Sliding_6200W x 2400H,"#4906147=IfcLocalPlacement(#4906126,#4906146)","#3673418=IfcProductDefinitionShape($,$,(#3673411,#3673416))",1408032,2400.0,6200.00000000001,,Gate 13
3687558,3687558,IfcDoor,2NCKm4xBL4H9LyajTAhnMZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",Single Door:Gate 14_Mesh_1200 x 2400 mm:1420715,,Gate 14_Mesh_1200 x 2400 mm,"#3687557=IfcLocalPlacement(#135,#3687556)","#3687552=IfcProductDefinitionShape($,$,(#3687545,#3687550))",1420715,2430.00000000004,1344.99999999993,,Gate 16
3687835,3687835,IfcDoor,2NCKm4xBL4H9LyajTAhmak,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 25 _Acoustic timber_1810 x 2000:1421606,,Gate 25 _Acoustic timber_1810 x 2000,"#3687834=IfcLocalPlacement(#135,#3687833)","#3687829=IfcProductDefinitionShape($,$,(#3687822,#3687827))",1421606,2067.99999999997,1875.0,,Gate 17
3688172,3688172,IfcDoor,0bcjnNHn10fQ203a6g7wxd,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 15 _timber_3000W x 1500H:1423875,,Gate 15 _timber_3000W x 1500H,"#4906186=IfcLocalPlacement(#4906163,#4906185)","#3688165=IfcProductDefinitionShape($,$,(#3688158,#3688163))",1423875,1500.0,3000.00000000001,,Gate 29
3688378,3688378,IfcDoor,3Y7TCYhuz8pf5PZlZCg09e,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 1_Mesh_8500 x 2400 mm:1426207,,Gate 1_Mesh_8500 x 2400 mm,"#3688376=IfcLocalPlacement(#131,#3688375)","#3688371=IfcProductDefinitionShape($,$,(#3688364,#3688369))",1426207,2400.00000000002,8742.00000000001,,Gate 31
3688613,3688613,IfcDoor,2Ghdfg4vH1TvPSVL4TYujf,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624702693)",BDP_Door_Ext_Double:Gate 5 _Mesh_1810 x 2400:1427840,,Gate 5 _Mesh_1810 x 2400,"#3688612=IfcLocalPlacement(#135,#3688611)","#3688605=IfcProductDefinitionShape($,$,(#3688598,#3688603))",1427840,2400.0,1875.0,,Gate 32
