,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark
32701,32701,IfcDoor,3a20qT3YP0ygz4T9KAZF33,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614100,,1480mm - 2110mm S/O Laminate,"#1299546=IfcLocalPlacement(#1299523,#1299545)","#32693=IfcProductDefinitionShape($,$,(#32686,#32691))",1614100,2110.0,1479.99999999999,,IP63008.D1
34054,34054,IfcDoor,3a20qT3YP0ygz4T9KAZF3t,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614112,,1480mm - 2110mm S/O Laminate,"#1299585=IfcLocalPlacement(#1299562,#1299584)","#34046=IfcProductDefinitionShape($,$,(#34039,#34044))",1614112,2110.0,1480.00000000002,,EGU3006.D1
34573,34573,IfcDoor,3a20qT3YP0ygz4T9KAZF3v,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614126,,1480mm - 2110mm S/O Laminate,"#1299624=IfcLocalPlacement(#1299601,#1299623)","#34565=IfcProductDefinitionShape($,$,(#34558,#34563))",1614126,2110.0,1480.00000000002,,IP63002.D1
35217,35217,IfcDoor,3a20qT3YP0ygz4T9KAZF2O,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614159,,1480mm - 2110mm S/O Laminate,"#1299700=IfcLocalPlacement(#1299677,#1299699)","#35209=IfcProductDefinitionShape($,$,(#35202,#35207))",1614159,2110.0,1480.00000000002,,IP63003.D1
35612,35612,IfcDoor,3a20qT3YP0ygz4T9KAZF29,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614174,,1480mm - 2110mm S/O Laminate,"#1299739=IfcLocalPlacement(#1299716,#1299738)","#35604=IfcProductDefinitionShape($,$,(#35597,#35602))",1614174,2110.0,1480.00000000006,,IP63019.D1
36008,36008,IfcDoor,3a20qT3YP0ygz4T9KAZF2w,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614189,,1480mm - 2110mm S/O Laminate,"#1299778=IfcLocalPlacement(#1299755,#1299777)","#36000=IfcProductDefinitionShape($,$,(#35993,#35998))",1614189,2110.0,1480.00000000006,,IP63017.D1
36397,36397,IfcDoor,3a20qT3YP0ygz4T9KAZF2h,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614204,,1480mm - 2110mm S/O Laminate,"#1299817=IfcLocalPlacement(#1299794,#1299816)","#36389=IfcProductDefinitionShape($,$,(#36382,#36387))",1614204,2110.0,1480.00000000006,,IP63018.D1
36672,36672,IfcDoor,3a20qT3YP0ygz4T9KAZF1S,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614219,,1480mm - 2110mm S/O Laminate,"#1299856=IfcLocalPlacement(#1299833,#1299855)","#36664=IfcProductDefinitionShape($,$,(#36657,#36662))",1614219,2110.0,1479.99999999993,,IP63020.D1
37323,37323,IfcDoor,3a20qT3YP0ygz4T9KAZF1p,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614244,,1480mm - 2110mm S/O Laminate,"#1299932=IfcLocalPlacement(#1299909,#1299931)","#37315=IfcProductDefinitionShape($,$,(#37308,#37313))",1614244,2110.0,1480.00000000005,,IP63024.D1
37712,37712,IfcDoor,3a20qT3YP0ygz4T9KAZF0N,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461744)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1614272,,1480mm - 2110mm S/O Laminate,"#1299971=IfcLocalPlacement(#1299948,#1299970)","#37704=IfcProductDefinitionShape($,$,(#37697,#37702))",1614272,2110.0,1480.00000000005,,IP63022.D1
