,Assembly Code,Assembly Description,Access Control,Acoustic Designation,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Acoustic Rating,DOOR_Finger Protection,DOOR_Finishes,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,IfcGUID,Ironmongery Set,Keynote,Level,Main Panel Width,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Secondary Panel Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Host Partition Thickness,Manufacturer,DOOR_Power,Vision Panel,Accessories & Sundry Items,Durability Rating,Comments,Solar Heat Gain Coefficient,Visual Light Transmittance,DOOR_Wall Thickness,FrameDepth,FrameWidth,Heat Transfer Coefficient (U),O/A Frame Width,Thermal Resistance (R)
IfcText('CLD1020.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcText('TBC'),IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0Skj96gM15MOJxrmMGv8yc'),IfcText('01FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CLD1020.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(491.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J182'),IfcLengthMeasure(1480.),,,,,,,,,,,,,,,
IfcText('CLD1019.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcText('TBC'),IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0Skj96gM15MOJxrmMGv8x6'),IfcText('01FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CLD1019.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(491.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J182'),IfcLengthMeasure(1480.),,,,,,,,,,,,,,,
IfcText('CLD1018.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcText('TBC'),IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0Skj96gM15MOJxrmMGv8xa'),IfcText('01FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CLD1018.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(491.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J182'),IfcLengthMeasure(1480.),,,,,,,,,,,,,,,
IfcText('CLD1017.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcText('TBC'),IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2a'),IfcBoolean(.F.),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0Skj96gM15MOJxrmMGv8w6'),IfcText('01FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CLD1017.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1480.),IfcLengthMeasure(491.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2a - Double Unequal Door (Glazed - Observation): 1480mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J182'),IfcLengthMeasure(1480.),,,,,,,,,,,,,,,
IfcText('CAU1021.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1peR_BP1r5vPLwd6wPjapZ'),IfcText('17bFP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CAU1021.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(521.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J67'),IfcLengthMeasure(1510.),IfcLengthMeasure(149.999999999983),,,IfcBoolean(.F.),IfcText('TBC'),IfcText('TBC'),,,,,,,,,
IfcText('CAU1033.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2052.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1b*'),IfcBoolean(.F.),IfcLabel('IDT 1b - Single Door (Glazed) Frameless: 976mm - 2060mm S/O Frameless Laminate'),IfcLabel('IDT 1b - Single Door (Glazed) Frameless: 976mm - 2060mm S/O Frameless Laminate'),IfcText('Laminate'),,IfcText(''),IfcLengthMeasure(0.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcText('1peR_BP1r5vPLwd6wPja9f'),IfcText('G01'),IfcText('L20/433'),IfcLabel('Level: Level 1'),,IfcText('CAU1033.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2060.),IfcLengthMeasure(976.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1b - Single Door (Glazed) Frameless: 976mm - 2060mm S/O Frameless Laminate'),IfcText('SD/SS'),IfcText('285'),IfcLengthMeasure(976.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,,IfcText('Part of Glazed Screen CAU1033.S1'),,,,,,,,
IfcText('CAU1009A.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1peR_BP1r5vPLwd6wPjaVm'),IfcText('03DAFP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1009A.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J44'),IfcLengthMeasure(1060.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText('Delayed Close'),,,,,,,,,,,,
IfcText('CAU1007.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('3QrOiLPa11HQuUkgoEsrFJ'),IfcText('03FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1007.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J44'),IfcLengthMeasure(1060.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,,,,,,,,,,
IfcText('CAU1001.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 3a'),IfcBoolean(.F.),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation): 1910mm - 2110mm S/O Laminate'),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation): 1910mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2w7WR4Lxr8C9118Vl7Xa66'),IfcText('21FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1001.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),,IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation): 1910mm - 2110mm S/O Laminate'),IfcText('DD/SS (GL)'),IfcText('J72'),IfcLengthMeasure(1910.),IfcLengthMeasure(139.999999999968),,IfcText(''),,,,,,,,,,,,
IfcText('CAU1005.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2w7WR4Lxr8C9118Vl7XaCg'),IfcText('03FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1005.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J47'),IfcLengthMeasure(810.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,,IfcText(''),,,,,,,,
IfcText('CAU1004.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('2w7WR4Lxr8C9118Vl7XaBs'),IfcText('03FP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1004.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J47'),IfcLengthMeasure(810.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,,IfcText(''),,,,,,,,
IfcText('CLD1C08.D2'),IfcText(''),IfcText(''),IfcText('Yes'),,IfcText(''),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1b'),IfcBoolean(.F.),IfcLabel('IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),IfcLabel('IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1DlWOXTGLCqQmt_Y4hY4b$'),IfcText('33aFP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CLD1C08.D2'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.0000000009689),IfcLabel('IDT 1b - Single Door (Glazed): 1060mm-2110mm S/O Laminate'),IfcText('SD/SS (GL)'),IfcText('J32'),IfcLengthMeasure(1060.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText(''),,,,,,,,,,,,
IfcText('CAU1027.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Laminate'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('27YPbTCojE9QO2wYl$qRyf'),IfcText('42'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1027.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),,IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Laminate'),IfcText('DD/SS'),IfcText('J86'),IfcLengthMeasure(1910.),IfcLengthMeasure(139.999999999968),,,,,,,,,,,,,,
IfcText('CAU1011.D1'),IfcText(''),IfcText(''),IfcText('TBC'),IfcText('30dB'),IfcText('IBT 07'),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcText('TBC'),IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.T.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2e'),IfcBoolean(.F.),IfcLabel('IDT 2e - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2e - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0TADHCDLfBsgMuxK0bRKeL'),IfcText('17bFP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('CAU1011.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(521.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2e - Double Unequal Door (Glazed): 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('J179'),IfcLengthMeasure(1510.),,,,,,,,,,,,,,,
IfcText('CLD1022.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText('IBT 08'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2053.),IfcLengthMeasure(32.),IfcLengthMeasure(912.),,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 3a*'),IfcBoolean(.F.),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation) Frameless: 1824mm - 2060mm S/O Frameless Laminate'),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation) Frameless: 1824mm - 2060mm S/O Frameless Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(0.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcText('2dC5TC3K5AoxmOymk0y$CG'),IfcText('G07'),IfcText('L20/433'),IfcLabel('Level: Level 1'),,IfcText('CLD1022.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),,IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3a - Equal Double Door (Glazed - Observation) Frameless: 1824mm - 2060mm S/O Frameless Laminate'),IfcText('DD/SS (GL)'),IfcText('J177'),IfcLengthMeasure(1824.),IfcLengthMeasure(139.999999999968),,IfcText(''),,,,IfcText('Part of Glazed Screen CLD1022.S1'),,,,,,,,
IfcText('CLD1055.D2'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(626.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 710mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('0ENhqosy90dfU4Pe7X8_b5'),IfcText('06b'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CLD1055.D2'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(710.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 710mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J48'),IfcLengthMeasure(710.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),,,,,,,,,,,,,
IfcText('CAU1024.D2'),IfcText(''),IfcText(''),IfcText('TBC'),,IfcText(''),IfcText('ROLL'),,IfcLengthMeasure(40.),,,IfcBoolean(.T.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 9a'),IfcBoolean(.F.),IfcLabel('IDT 9a - Roller Shutter: 970mm x 2110mm'),IfcLabel('IDT 9a - Roller Shutter: 970mm x 2110mm'),IfcText(''),,IfcText(''),,,IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1UFnmIlVbB1h8jmQjpG062'),IfcText('TBC'),IfcText(''),IfcLabel('Level: Level 1'),,IfcText('CAU1024.D2'),IfcText(''),IfcText(''),IfcText('Roller Shutter'),IfcLabel('New Construction'),,,IfcLengthMeasure(2110.),IfcLengthMeasure(970.),,IfcLengthMeasure(0.),IfcLengthMeasure(40.),IfcLengthMeasure(97.0000000009612),IfcLabel('IDT 9a - Roller Shutter: 970mm x 2110mm'),IfcText('Roller Shutter'),IfcText('J126'),IfcLengthMeasure(970.),,,,IfcBoolean(.F.),,,,IfcReal(0.),IfcReal(0.),IfcLengthMeasure(299.999999999983),IfcLengthMeasure(89.),IfcLengthMeasure(42.),IfcReal(3.7021),IfcLengthMeasure(60.),IfcReal(0.270116960643959)
IfcText('CAU1032.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),,IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1UFnmIlVbB1h8jmQjpG0Tw'),IfcText('06bFP'),IfcText('L20/431'),IfcLabel('Level: Level 1'),,IfcText('CAU1032.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),,IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J44'),IfcLengthMeasure(1060.),IfcLengthMeasure(149.999999999992),IfcText('Revit'),IfcText(''),,,,,,,,,,,,
