,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Access Control,Acoustic Designation,Blind Type,Comments,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Ironmongery Set,Keynote,Level,Mark,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Manufacturer,Fire Designation,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating
IfcText('INT2033.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V2Q'),IfcText('13b'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2033.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(177.5),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS'),IfcText('J216'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2031.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,,IfcText('IBT 04'),IfcText('Blind - Laser'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(1126.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V2K'),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2031.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1210.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J228'),IfcLengthMeasure(1210.),IfcText('Revit'),,,,,,,
IfcText('INT2035.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,,IfcText('IBT 03'),IfcText('Blind - Blackout'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(1126.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V2N'),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2035.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1210.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J228'),IfcLengthMeasure(1210.),IfcText('Revit'),,,,,,,
IfcText('INT2031.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V2M'),IfcText('05bDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2031.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText('FD30S'),,,,,,
IfcText('INT2036.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('Interlink'),,IfcText('IBT 04'),IfcText('Blind - Laser. Interlinked with INT2036.D2. Add maglock'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V2J'),IfcText('19c+'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2036.D3'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J229'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2036.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText('IBT 03'),IfcText('Blind - Blackout. Interlinked with INT2036.D3. Add maglock'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V2I'),IfcText('19c+'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2036.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J229'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2032.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V1l'),IfcText('21eDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2032.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2033.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('TBC'),,IfcText('IBT 02'),IfcText('Blind - Blackout'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V1k'),IfcText('13c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2033.D2'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(112.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS (GL)'),IfcText('J227'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2034.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V1f'),IfcText('19b'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2034.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(177.5),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS'),IfcText('J215'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText('FD30S'),,,,,,
IfcText('INT2028.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V1b'),IfcText('21eDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2028.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2029.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,,IfcText('IBT 04'),IfcText('Blind - Laser'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V1a'),IfcText('13c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2029.D2'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(112.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS (GL)'),IfcText('J227'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2030.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V1d'),IfcText('19b'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2030.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(177.5),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS'),IfcText('J215'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText('FD30S'),,,,,,
IfcText('INT2047.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V0A'),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2047.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS'),IfcText('J215'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2044.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V05'),IfcText('13a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2044.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2052.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('Interlink'),,IfcText('IBT 03'),IfcText('Blind - Blackout.  Interlinked with INT2052.D3'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(1126.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2iVdt4ywD3E8bVYP7G6V07'),IfcText('44'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2052.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1210.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J228'),IfcLengthMeasure(1210.),IfcText('Revit'),,,,,,,
IfcText('INT2045.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2iVdt4ywD3E8bVYP7G6V0S'),IfcText('13c+'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2045.D3'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(112.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS'),IfcText('J216'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2019.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2Ew8CZp3152OJaufCmiX1z'),IfcText('05cDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2019.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2017.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2Ew8CZp3152OJaufCmiX14'),IfcText('13a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2017.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2105.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('1WLYjKjWzCCQIs5wFfWwTR'),IfcText('06c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2105.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
