,Unnamed: 0,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark,DoorType,Mapped Level,Mapped MasterMark,Mapped Type,Mapped Height,Mapped Width,Mapped Fire Rating,Mapped Spec Ref,Mapped Access Control,Mapped Leaf Protection,Mapped Door Power,Mapped Ironmongery Set,Mapped Gap,Mapped Acoustic Rating,Mapped Wall Thickness (mm),Mapped Set ref,Mapped DoorType,Mapped Leaf,Mapped Swing,Mapped Fire,Mapped Xray,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Lock,Mapped SlaveLeafBolted,Mapped AccessControl,Mapped Direction,Mapped KickPlate,Mapped Mid-rail,Mapped FingerProtection,Mapped TypicalUses,Mapped SetDetails,Mapped Mid‐rail
2153,1289640,1289640,IfcDoor,1jJl3EOqn9DA7fPWBPiysc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1881496,,1510mm - 2110mm S/O Laminate,"#2121056=IfcLocalPlacement(#2121033,#2121055)","#1289632=IfcProductDefinitionShape($,$,(#1289625,#1289630))",1881496,2110,1510,,CLD1108A.D1,IDT 2d ,Level 1,CLD1108A.D1,IDT 2d,2110,1510,,L20/431,,Kick,,02FP,25,,97,02FP,,1.5,Single,,,,Lever,Bathroom,Flush,,,1 side,,FP,CLD En-suite,As LSL,
2154,1289771,1289771,IfcDoor,1jJl3EOqn9DA7fPWBPiysd,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1881497,,810mm - 2110mm S/O Laminate,"#2121093=IfcLocalPlacement(#2121072,#2121092)","#1289763=IfcProductDefinitionShape($,$,(#1289756,#1289761))",1881497,2110,810,,CLD1108B.D1,IDT 1d ,Level 1,CLD1108B.D1,IDT 1d,2110,810,,L20/431,,Kick,,03bFP,25,,97,03bFP,,1,Single,,,,Lever,Bathroom,,,,1 side,,FP,CAU/CLD WCs,As LSL,
2155,1990256,1990256,IfcDoor,2B2ijz_RL5jveD9qTY7kBI,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237402,,1710mm - 2110mm S/O Laminate,"#2120487=IfcLocalPlacement(#2120464,#2120486)","#1990248=IfcProductDefinitionShape($,$,(#1990241,#1990246))",2237402,2110,1710,,CLD1044A.D1,IDT 2d ,Level 1,CLD1044A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2156,1990386,1990386,IfcDoor,3J54b3OHL3ZgixgbKy8w1X,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237486,,1710mm - 2110mm S/O Laminate,"#2120058=IfcLocalPlacement(#2120035,#2120057)","#1990378=IfcProductDefinitionShape($,$,(#1990371,#1990376))",2237486,2110,1710,,CLD1026A.D1,IDT 2d ,Level 1,CLD1026A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2157,1990516,1990516,IfcDoor,3vRURpdfPEigs5Ce2iEbmN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237489,,1710mm - 2110mm S/O Laminate,"#2120019=IfcLocalPlacement(#2119996,#2120018)","#1990508=IfcProductDefinitionShape($,$,(#1990501,#1990506))",2237489,2110,1710,,CLD1028A.D1,IDT 2d ,Level 1,CLD1028A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2158,1990645,1990645,IfcDoor,0I8HrJ7yHA5hdLJsJEh1et,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237492,,1710mm - 2110mm S/O Laminate,"#2120292=IfcLocalPlacement(#2120269,#2120291)","#1990637=IfcProductDefinitionShape($,$,(#1990630,#1990635))",2237492,2110,1710,,CLD1010A.D1,IDT 2d ,Level 1,CLD1010A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2159,1990775,1990775,IfcDoor,22UtJx8j51mwDopWal1dUv,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237495,,1710mm - 2110mm S/O Laminate,"#2120331=IfcLocalPlacement(#2120308,#2120330)","#1990767=IfcProductDefinitionShape($,$,(#1990760,#1990765))",2237495,2110,1710,,CLD1012A.D1,IDT 2d ,Level 1,CLD1012A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2160,1990904,1990904,IfcDoor,0K3dWfw4X1SwIkS6tiVHyY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237498,,1710mm - 2110mm S/O Laminate,"#2120370=IfcLocalPlacement(#2120347,#2120369)","#1990896=IfcProductDefinitionShape($,$,(#1990889,#1990894))",2237498,2110,1710,,CLD1035A.D1,IDT 2d ,Level 1,CLD1035A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2161,1991033,1991033,IfcDoor,0KGWLrxCD8wftjmC6SLLWV,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237501,,1710mm - 2110mm S/O Laminate,"#2120448=IfcLocalPlacement(#2120425,#2120447)","#1991025=IfcProductDefinitionShape($,$,(#1991018,#1991023))",2237501,2110,1710,,CLD1042A.D1,IDT 2d ,Level 1,CLD1042A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2162,1991162,1991162,IfcDoor,0xXJ5EKmPFFv4H$0ZIynla,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237728,,1710mm - 2110mm S/O Laminate,"#2120526=IfcLocalPlacement(#2120503,#2120525)","#1991154=IfcProductDefinitionShape($,$,(#1991147,#1991152))",2237728,2110,1710,,CLD1043A.D1,IDT 2d ,Level 1,CLD1043A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2163,1991292,1991292,IfcDoor,2tpoySgzrFTAbot8DZoyaP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237891,,1710mm - 2110mm S/O Laminate,"#2119980=IfcLocalPlacement(#2119957,#2119979)","#1991284=IfcProductDefinitionShape($,$,(#1991277,#1991282))",2237891,2110,1710,,CLD1027A.D1,IDT 2d ,Level 1,CLD1027A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2164,1991422,1991422,IfcDoor,0clwRYqffAZASyA2ZB0tSd,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237894,,1710mm - 2110mm S/O Laminate,"#2120097=IfcLocalPlacement(#2120074,#2120096)","#1991414=IfcProductDefinitionShape($,$,(#1991407,#1991412))",2237894,2110,1710,,CLD1002A.D1,IDT 2d ,Level 1,CLD1002A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2165,1991551,1991551,IfcDoor,3jkUMpBUTFDRKXaf39GVIA,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237897,,1710mm - 2110mm S/O Laminate,"#2120175=IfcLocalPlacement(#2120152,#2120174)","#1991543=IfcProductDefinitionShape($,$,(#1991536,#1991541))",2237897,2110,1710,,CLD1003A.D1,IDT 2d ,Level 1,CLD1003A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2166,1991680,1991680,IfcDoor,1cPLorIprDfwdhs4mFueqg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237900,,1710mm - 2110mm S/O Laminate,"#2120136=IfcLocalPlacement(#2120113,#2120135)","#1991672=IfcProductDefinitionShape($,$,(#1991665,#1991670))",2237900,2110,1710,,CLD1004A.D1,IDT 2d ,Level 1,CLD1004A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2167,1991809,1991809,IfcDoor,0TKwB8PFH0$wY9m2qo_ZEG,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237903,,1710mm - 2110mm S/O Laminate,"#2120214=IfcLocalPlacement(#2120191,#2120213)","#1991801=IfcProductDefinitionShape($,$,(#1991794,#1991799))",2237903,2110,1710,,CLD1011A.D1,IDT 2d ,Level 1,CLD1011A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2168,1991939,1991939,IfcDoor,0EuC2P4512TvYmqdmxlVjJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237906,,1710mm - 2110mm S/O Laminate,"#2120253=IfcLocalPlacement(#2120230,#2120252)","#1991931=IfcProductDefinitionShape($,$,(#1991924,#1991929))",2237906,2110,1710,,CLD1036A.D1,IDT 2d ,Level 1,CLD1036A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2169,1992069,1992069,IfcDoor,3G5b5FztL8AQFNH5APg6yF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237909,,1710mm - 2110mm S/O Laminate,"#2120409=IfcLocalPlacement(#2120386,#2120408)","#1992061=IfcProductDefinitionShape($,$,(#1992054,#1992059))",2237909,2110,1710,,CLD1034A.D1,IDT 2d ,Level 1,CLD1034A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2170,1992199,1992199,IfcDoor,1xXpj$I$bARhhLyY$NX5Zn,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237912,,1710mm - 2110mm S/O Laminate,"#2120604=IfcLocalPlacement(#2120581,#2120603)","#1992191=IfcProductDefinitionShape($,$,(#1992184,#1992189))",2237912,2110,1710,,CLD1047A.D1,IDT 2d ,Level 1,CLD1047A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2171,1992328,1992328,IfcDoor,2mm2P4tSD9IeWKbifK6I15,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237915,,1710mm - 2110mm S/O Laminate,"#2120565=IfcLocalPlacement(#2120542,#2120564)","#1992320=IfcProductDefinitionShape($,$,(#1992313,#1992318))",2237915,2110,1710,,CLD1046A.D1,IDT 2d ,Level 1,CLD1046A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2172,1992457,1992457,IfcDoor,2nThVpsB9CUe_Ipcfok89c,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237918,,1710mm - 2110mm S/O Laminate,"#2120643=IfcLocalPlacement(#2120620,#2120642)","#1992449=IfcProductDefinitionShape($,$,(#1992442,#1992447))",2237918,2110,1710,,CLD1045A.D1,IDT 2d ,Level 1,CLD1045A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2173,1992586,1992586,IfcDoor,18QdmMvNb4ivqGoRKMsrbk,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237921,,1710mm - 2110mm S/O Laminate,"#2120719=IfcLocalPlacement(#2120696,#2120718)","#1992578=IfcProductDefinitionShape($,$,(#1992571,#1992576))",2237921,2110,1710,,CLD1048A.D1,IDT 2d ,Level 1,CLD1048A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2174,1992716,1992716,IfcDoor,03A$$WC31B4A_6i5ldlls2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237924,,1710mm - 2110mm S/O Laminate,"#2121132=IfcLocalPlacement(#2121109,#2121131)","#1992708=IfcProductDefinitionShape($,$,(#1992701,#1992706))",2237924,2110,1710,,CLD1039A.D1,IDT 2d ,Level 1,CLD1039A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2175,1992846,1992846,IfcDoor,2OAmOcYOP5fA4bEyOk1x6d,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237927,,1710mm - 2110mm S/O Laminate,"#2121171=IfcLocalPlacement(#2121148,#2121170)","#1992838=IfcProductDefinitionShape($,$,(#1992831,#1992836))",2237927,2110,1710,,CLD1038A.D1,IDT 2d ,Level 1,CLD1038A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2176,1992976,1992976,IfcDoor,2UrdcW39T8JQY$U0sUNsCG,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237930,,1710mm - 2110mm S/O Laminate,"#2121210=IfcLocalPlacement(#2121187,#2121209)","#1992968=IfcProductDefinitionShape($,$,(#1992961,#1992966))",2237930,2110,1710,,CLD1037A.D1,IDT 2d ,Level 1,CLD1037A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2177,1993106,1993106,IfcDoor,2RQNnAq3LEewbz7EcN4HpG,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237933,,1710mm - 2110mm S/O Laminate,"#2121249=IfcLocalPlacement(#2121226,#2121248)","#1993098=IfcProductDefinitionShape($,$,(#1993091,#1993096))",2237933,2110,1710,,CLD1040A.D1,IDT 2d ,Level 1,CLD1040A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2178,1993235,1993235,IfcDoor,3IUdnCUzP1DeQiX7YFnMQn,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237936,,1710mm - 2110mm S/O Laminate,"#2121288=IfcLocalPlacement(#2121265,#2121287)","#1993227=IfcProductDefinitionShape($,$,(#1993220,#1993225))",2237936,2110,1710,,CLD1016A.D1,IDT 2d ,Level 1,CLD1016A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2179,1993364,1993364,IfcDoor,3m4gSZot1Ez8U49ddLMf$8,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237939,,1710mm - 2110mm S/O Laminate,"#2121327=IfcLocalPlacement(#2121304,#2121326)","#1993356=IfcProductDefinitionShape($,$,(#1993349,#1993354))",2237939,2110,1710,,CLD1015A.D1,IDT 2d ,Level 1,CLD1015A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2180,1993494,1993494,IfcDoor,2QI4JS0KDDof9KJLzj9DEe,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237942,,1710mm - 2110mm S/O Laminate,"#2121366=IfcLocalPlacement(#2121343,#2121365)","#1993486=IfcProductDefinitionShape($,$,(#1993479,#1993484))",2237942,2110,1710,,CLD1014A.D1,IDT 2d ,Level 1,CLD1014A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2181,1993623,1993623,IfcDoor,1k5uFrwWf4CxuPub72VoWq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237945,,1710mm - 2110mm S/O Laminate,"#2121405=IfcLocalPlacement(#2121382,#2121404)","#1993615=IfcProductDefinitionShape($,$,(#1993608,#1993613))",2237945,2110,1710,,CLD1013A.D1,IDT 2d ,Level 1,CLD1013A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2182,1993753,1993753,IfcDoor,3_vrqt$ynAghqFmKa2dSVo,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237951,,1710mm - 2110mm S/O Laminate,"#2121444=IfcLocalPlacement(#2121421,#2121443)","#1993745=IfcProductDefinitionShape($,$,(#1993738,#1993743))",2237951,2110,1710,,CLD1006A.D1,IDT 2d ,Level 1,CLD1006A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2183,1993883,1993883,IfcDoor,0Y0bAu9WD98R6Fzgh20Mq0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237954,,1710mm - 2110mm S/O Laminate,"#2121483=IfcLocalPlacement(#2121460,#2121482)","#1993875=IfcProductDefinitionShape($,$,(#1993868,#1993873))",2237954,2110,1710,,CLD1005A.D1,IDT 2d ,Level 1,CLD1005A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2184,1994012,1994012,IfcDoor,198H_s6nzEOgY$IUiV6P8A,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237957,,1710mm - 2110mm S/O Laminate,"#2121522=IfcLocalPlacement(#2121499,#2121521)","#1994004=IfcProductDefinitionShape($,$,(#1993997,#1994002))",2237957,2110,1710,,CLD1007A.D1,IDT 2d ,Level 1,CLD1007A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2185,1994141,1994141,IfcDoor,1mPJMUA5X8bwo2vBp15P4L,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2237960,,1710mm - 2110mm S/O Laminate,"#2121561=IfcLocalPlacement(#2121538,#2121560)","#1994133=IfcProductDefinitionShape($,$,(#1994126,#1994131))",2237960,2110,1710,,CLD1008A.D1,IDT 2d ,Level 1,CLD1008A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2186,1997602,1997602,IfcDoor,2ObyR$aDb1KeGa85fZ3Hj2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2277507,,1710mm - 2110mm S/O Laminate,"#2121600=IfcLocalPlacement(#2121577,#2121599)","#1997594=IfcProductDefinitionShape($,$,(#1997587,#1997592))",2277507,2110,1710,,CLD1030A.D1,IDT 2d ,Level 1,CLD1030A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2187,2001052,2001052,IfcDoor,1DCU$OTPLABPd1xyzwd9cS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2277831,,1710mm - 2110mm S/O Laminate,"#2121639=IfcLocalPlacement(#2121616,#2121638)","#2001044=IfcProductDefinitionShape($,$,(#2001037,#2001042))",2277831,2110,1710,,CLD1029A.D1,IDT 2d ,Level 1,CLD1029A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2188,2004529,2004529,IfcDoor,2dPecX8lb5$Bw6XQbc2SRd,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2278152,,1710mm - 2110mm S/O Laminate,"#2121678=IfcLocalPlacement(#2121655,#2121677)","#2004521=IfcProductDefinitionShape($,$,(#2004514,#2004519))",2278152,2110,1710,,CLD1031A.D1,IDT 2d ,Level 1,CLD1031A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,100,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2189,2005608,2005608,IfcDoor,2h8qsdkqTBgulrFEb0zoh_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462110)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2278386,,1710mm - 2110mm S/O Laminate,"#2121715=IfcLocalPlacement(#2121694,#2121714)","#2005600=IfcProductDefinitionShape($,$,(#2005593,#2005598))",2278386,2110,1710,,CLD1032A.D1,IDT 2d ,Level 1,CLD1032A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,01FP,25,,97,01FP,,1.5,Single,,,,Lever,,Flush,,,1 side,,FP,CLD Bedroom,As LSL,
2190,35516,35516,IfcDoor,0ud9K13Iv5IQmm4nLhj6oN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461956)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597219,,1480mm - 2110mm S/O Laminate,"#1726937=IfcLocalPlacement(#1726914,#1726936)","#35508=IfcProductDefinitionShape($,$,(#35501,#35506))",1597219,2110,1480,,IP74012.D1,IDT 2a ,Level 4,IP74012.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
2191,36850,36850,IfcDoor,0ud9K13Iv5IQmm4nLhj6pu,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461956)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597260,,1480mm - 2110mm S/O Laminate,"#1726976=IfcLocalPlacement(#1726953,#1726975)","#36842=IfcProductDefinitionShape($,$,(#36835,#36840))",1597260,2110,1480,,IP84021.D1,IDT 2a ,Level 4,IP84021.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
2192,38120,38120,IfcDoor,0ud9K13Iv5IQmm4nLhj6ms,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461956)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597314,,1480mm - 2110mm S/O Laminate,"#1727015=IfcLocalPlacement(#1726992,#1727014)","#38112=IfcProductDefinitionShape($,$,(#38105,#38110))",1597314,2110,1480,,IP74013.D1,IDT 2a ,Level 4,IP74013.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
2193,38391,38391,IfcDoor,0ud9K13Iv5IQmm4nLhj6m8,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624461956)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597372,,1480mm - 2110mm S/O Laminate,"#1727054=IfcLocalPlacement(#1727031,#1727053)","#38383=IfcProductDefinitionShape($,$,(#38376,#38381))",1597372,2110,1480,,IP84020.D1,IDT 2a ,Level 4,IP84020.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
