,Unnamed: 0,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark,DoorType,Mapped Level,Mapped MasterMark,Mapped Type,Mapped Height,Mapped Width,Mapped Fire Rating,Mapped Spec Ref,Mapped Access Control,Mapped Leaf Protection,Mapped Door Power,Mapped Ironmongery Set,Mapped Gap,Mapped Acoustic Rating,Mapped Wall Thickness (mm),Mapped Set ref,Mapped DoorType,Mapped Leaf,Mapped Swing,Mapped Fire,Mapped Xray,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Lock,Mapped SlaveLeafBolted,Mapped AccessControl,Mapped Direction,Mapped KickPlate,Mapped Mid-rail,Mapped FingerProtection,Mapped TypicalUses,Mapped SetDetails,Mapped Mid‐rail
719,593853,593853,IfcDoor,3qdHJCzXfDEh3VVNrliywY,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916450,,810mm - 2110mm S/O Laminate,"#1398859=IfcLocalPlacement(#1398838,#1398858)","#593847=IfcProductDefinitionShape($,$,(#593840,#593845))",916450,2110,810,,ACC2014.D1,IDT 1d ,Level 2,ACC2014.D1,IDT 1d,2110,810,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
720,604609,604609,IfcDoor,3qdHJCzXfDEh3VVNrliyw_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:810mm - 2110mm S/O Laminate:916478,,810mm - 2110mm S/O Laminate,"#1398822=IfcLocalPlacement(#1398801,#1398821)","#604603=IfcProductDefinitionShape($,$,(#604596,#604601))",916478,2110,810,,ACC2015.D1,IDT 1d ,Level 2,ACC2015.D1,IDT 1d,2110,810,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
721,617393,617393,IfcDoor,2DAyjDfVL0kwbEFUq1ZWFm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:916854,,1060mm - 2110mm S/O Laminate,"#1398898=IfcLocalPlacement(#1398875,#1398897)","#617387=IfcProductDefinitionShape($,$,(#617380,#617385))",916854,2110,1060,,ACC2044.D1,IDT 1d ,Level 2,ACC2044.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
722,618138,618138,IfcDoor,2AgJOJDdD4FBnqsGXyRPUc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1f - Single Door (Glazed):1060mm - 2110mm S/O Laminate:917178,,1060mm - 2110mm S/O Laminate,"#1398935=IfcLocalPlacement(#1398914,#1398934)","#618132=IfcProductDefinitionShape($,$,(#618125,#618130))",917178,2110,1060,,ACC2017.D1,IDT 1f ,Level 2,ACC2017.D1,IDT 1f,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
723,618643,618643,IfcDoor,2AgJOJDdD4FBnqsGXyRcl2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918238,,1060mm - 2110mm S/O Laminate,"#1398635=IfcLocalPlacement(#1398614,#1398634)","#618637=IfcProductDefinitionShape($,$,(#618630,#618635))",918238,2110,1060,,ACC2053.D1,IDT 1d ,Level 2,ACC2053.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
724,618778,618778,IfcDoor,358ZqUUsXDVugmE09U9oeR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918630,,1060mm - 2110mm S/O Laminate,"#1398972=IfcLocalPlacement(#1398951,#1398971)","#618772=IfcProductDefinitionShape($,$,(#618765,#618770))",918630,2110,1060,,ACC2016.D1,IDT 1d ,Level 2,ACC2016.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
725,630796,630796,IfcDoor,2H50HiD6L4dRKTWZc1sRBc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Laminate:918662,,1910mm - 2110mm S/O Laminate,"#1399011=IfcLocalPlacement(#1398988,#1399010)","#630790=IfcProductDefinitionShape($,$,(#630783,#630788))",918662,2110,1910,,ACC2018.D1,IDT 3d ,Level 2,ACC2018.D1,IDT 3d,2110,1910,,L20/431,,Kick,Delayed Close,21DA,3,30dB,97,21DA,,2,Single,,,2 Delay,2 Pulls,,,,,1 side,,,,New set - As LSL 21 but closer changed to delayed action type,
726,696052,696052,IfcDoor,2H50HiD6L4dRKTWZc1sRAq,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS PVC:918740,,1910mm - 2110mm S/O DS PVC,"#1399050=IfcLocalPlacement(#1399027,#1399049)","#696046=IfcProductDefinitionShape($,$,(#696039,#696044))",918740,2110,1910,FD30S,ACC2C03.D1,IDT 3b ,Level 2,ACC2C03.D1,IDT 3b,2110,1910,FD30S,L20/435,,,Delayed Close,22c,3,,97,22c,,2,Double,Fire,,RS Springs,,,,,,,,,(pvc-wrapped),New set - As revised 22 minus kickplates,
727,696179,696179,IfcDoor,13HTYd4h9BVeD1qGOiqgNx,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O PVC:919476,,1060mm - 2110mm S/O PVC,"#1398115=IfcLocalPlacement(#1398094,#1398114)","#696173=IfcProductDefinitionShape($,$,(#696166,#696171))",919476,2110,1060,,ACC2023.D1,IDT 1d ,Level 2,ACC2023.D1,IDT 1d,2110,1060,,L20/435,,,Delayed Close,05cDA,6,,97,05cDA,,1,Single,,,Delay,Pull,Lock,,,,,,,pvc-wrapped,New set - As 05aDA minus kickplate,
728,762465,762465,IfcDoor,0AcAo2VQn4rQjj5WAAoGK3,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:920600,,1910mm - 2110mm S/O DS Laminate,"#1399163=IfcLocalPlacement(#1399140,#1399162)","#762459=IfcProductDefinitionShape($,$,(#762452,#762457))",920600,2110,1910,FD30S,ACU2C03.D3,IDT 3b ,Level 2,ACU2C03.D3,IDT 3b,2110,1910,FD30S,L20/431,,Kick/Edge,Hold Open,12e*,3,,97,12e*,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - as 12e but SSS kickplates changed to PVC,
729,817730,817730,IfcDoor,0AcAo2VQn4rQjj5WAAoGK2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:920601,,1910mm - 2110mm S/O Laminate,"#1399200=IfcLocalPlacement(#1399179,#1399199)","#817724=IfcProductDefinitionShape($,$,(#817717,#817722))",920601,2110,1910,FD30S,ACU2C03.D2,IDT 3b ,Level 2,ACU2C03.D2,IDT 3b,2110,1910,FD30S,L20/431,Yes,Kick/Edge,,11*,3,,97,11*,,2,Single,Fire,,2 Closers,2 Pulls,,,Double Maglock,Out,1 side,,,Cross corridor,New set - as LSL 11 but SSS kickplates changed to PVC,
730,819049,819049,IfcDoor,1V$B6Tw0H2WfBv2mHSN1Li,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920619,,1060mm - 2110mm S/O Laminate,"#1399274=IfcLocalPlacement(#1399253,#1399273)","#819043=IfcProductDefinitionShape($,$,(#819036,#819041))",920619,2110,1060,,ACU2194.D1,IDT 1d ,Level 2,ACU2194.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
731,833281,833281,IfcDoor,0AcAo2VQn4rQjj5WAAoGKs,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:920621,,1710mm - 2110mm S/O Laminate,"#1399089=IfcLocalPlacement(#1399066,#1399088)","#833275=IfcProductDefinitionShape($,$,(#833268,#833273))",920621,2110,1710,,ACU2112A.D1,IDT 2d ,Level 2,ACU2112A.D1,IDT 2d,2110,1710,,L20/431,,Kick,,1,6,,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
732,847091,847091,IfcDoor,0AcAo2VQn4rQjj5WAAoGKr,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:920622,,1480mm - 2110mm S/O Laminate,"#1399124=IfcLocalPlacement(#1399105,#1399123)","#847085=IfcProductDefinitionShape($,$,(#847078,#847083))",920622,2110,1480,,ACU2112.D1,IDT 2a ,Level 2,ACU2112.D1,IDT 2a,2110,1480,,L20/431,,Kick,,1,3,30dB,97,1,,1.5,Single,,,,Lever,,Flush,,,1 side,,,Bedroom; 4 bed bay,As LSL,
733,859959,859959,IfcDoor,0AcAo2VQn4rQjj5WAAoGKg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920625,,1060mm - 2110mm S/O Laminate,"#1399237=IfcLocalPlacement(#1399216,#1399236)","#859953=IfcProductDefinitionShape($,$,(#859946,#859951))",920625,2110,1060,,ACU2134.D1,IDT 1d ,Level 2,ACU2134.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
734,873747,873747,IfcDoor,0AcAo2VQn4rQjj5WAAoGKb,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920638,,1060mm - 2110mm S/O Laminate,"#1399424=IfcLocalPlacement(#1399403,#1399423)","#873741=IfcProductDefinitionShape($,$,(#873734,#873739))",920638,2110,1060,,ACU2102.D1,IDT 1d ,Level 2,ACU2102.D1,IDT 1d,2110,1060,,L20/431,,Kick,,05a,6,,112,05a,,1,Single,,,Closer,Pull,Lock,,,,1 side,,,,New set - As LSL 05 minus Fire Door Keep Shut signs,
735,908254,908254,IfcDoor,0AcAo2VQn4rQjj5WAAoGKa,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O:920639,,1060mm-2110mm S/O,"#1399461=IfcLocalPlacement(#1399440,#1399460)","#908248=IfcProductDefinitionShape($,$,(#908241,#908246))",920639,2110,1060,,ACU2C02.D1,IDT 1b ,Level 2,ACU2C02.D1,IDT 1b,2110,1060,,L20/431,,Kick,,05a,6,,97,05a,,1,Single,,,Closer,Pull,Lock,,,,1 side,,,,New set - As LSL 05 minus Fire Door Keep Shut signs,
736,921113,921113,IfcDoor,0AcAo2VQn4rQjj5WAAoGLR,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined Laminate:920640,,1060mm - 2110mm S/O Lead Lined Laminate,"#1399498=IfcLocalPlacement(#1399477,#1399497)","#921107=IfcProductDefinitionShape($,$,(#921100,#921105))",920640,2110,1060,,ACU2101.D1,IDT 1d ,Level 2,ACU2101.D1,IDT 1d,2110,1060,,L20/432,,Kick,Delayed Close,19a,3,30dB,112,19a,,1,Single,,X-ray,Delay,Pull,Lock,,,,1 side,,,,New set - As LSL 19 minus Fire Door Keep shut signs,
737,921324,921324,IfcDoor,0AcAo2VQn4rQjj5WAAoGLQ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920641,,1060mm - 2110mm S/O Laminate,"#1399387=IfcLocalPlacement(#1399364,#1399386)","#921318=IfcProductDefinitionShape($,$,(#921311,#921316))",920641,2110,1060,,ACU2103.D1,IDT 1d ,Level 2,ACU2103.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
738,934109,934109,IfcDoor,0AcAo2VQn4rQjj5WAAoGLP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined Laminate:920642,,1060mm - 2110mm S/O Lead Lined Laminate,"#1399348=IfcLocalPlacement(#1399327,#1399347)","#934103=IfcProductDefinitionShape($,$,(#934096,#934101))",920642,2110,1060,,ACU2104.D1,IDT 1d ,Level 2,ACU2104.D1,IDT 1d,2110,1060,,L20/432,,Kick,Delayed Close,19a,3,,112,19a,,1,Single,,X-ray,Delay,Pull,Lock,,,,1 side,,,,New set - As LSL 19 minus Fire Door Keep shut signs,
739,934251,934251,IfcDoor,2Hwzh2bxH5jOc5DZUXSJgH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920643,,1060mm - 2110mm S/O Laminate,"#1399535=IfcLocalPlacement(#1399514,#1399534)","#934245=IfcProductDefinitionShape($,$,(#934238,#934243))",920643,2110,1060,,ACU2104.D2,IDT 1d ,Level 2,ACU2104.D2,IDT 1d,2110,1060,,L20/431,,Kick,Delayed Close,05aDA,6,,97,05aDA,,1,Single,,,Delay,Pull,Lock,,,,1 side,,,,New set - As LSL 05DA minus Fire Door Keep Shut signs,
740,934762,934762,IfcDoor,0AcAo2VQn4rQjj5WAAoGLL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920654,,1060mm - 2110mm S/O Laminate,"#1399574=IfcLocalPlacement(#1399551,#1399573)","#934756=IfcProductDefinitionShape($,$,(#934749,#934754))",920654,2110,1060,,ACU2109.D1,IDT 1d ,Level 2,ACU2109.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,97,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
741,946782,946782,IfcDoor,0AcAo2VQn4rQjj5WAAoGLB,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Lead Lined Laminate:920656,,1910mm - 2110mm S/O Lead Lined Laminate,"#1399611=IfcLocalPlacement(#1399590,#1399610)","#946776=IfcProductDefinitionShape($,$,(#946769,#946774))",920656,2110,1910,,ACU2101.D2,IDT 3d ,Level 2,ACU2101.D2,IDT 3d,2110,1910,,L20/432,,Kick,,26a,3,30dB,112,26a,,2,Single,,X-ray,,2 Pulls,Roller catch+Lock,Surface,,,1 side,,,,Single cylinder replaced with cylinder & turn,
742,947320,947320,IfcDoor,0AcAo2VQn4rQjj5WAAoGLF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920660,,1060mm - 2110mm S/O Laminate,"#1399648=IfcLocalPlacement(#1399627,#1399647)","#947314=IfcProductDefinitionShape($,$,(#947307,#947312))",920660,2110,1060,,ACU2116A.D1,IDT 1d ,Level 2,ACU2116A.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03g,20,,97,03g,,1,Single,,,,Lever,,,,,1 side,,,En-suite WCs in single bedroom (CCU),New set - as 03b with latch in place of bathroom lock; minus bathroom indicator & extended turn,
743,948046,948046,IfcDoor,0AcAo2VQn4rQjj5WAAoGL0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920667,,1060mm - 2110mm S/O Laminate,"#1399726=IfcLocalPlacement(#1399703,#1399725)","#948040=IfcProductDefinitionShape($,$,(#948033,#948038))",920667,2110,1060,,ACU2121A.D1,IDT 1d ,Level 2,ACU2121A.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03g,20,,97,03g,,1,Single,,,,Lever,,,,,1 side,,,En-suite WCs in single bedroom (CCU),New set - as 03b with latch in place of bathroom lock; minus bathroom indicator & extended turn,
744,961260,961260,IfcDoor,0AcAo2VQn4rQjj5WAAoGL$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:920676,,1060mm - 2110mm S/O Laminate,"#1399804=IfcLocalPlacement(#1399781,#1399803)","#961254=IfcProductDefinitionShape($,$,(#961247,#961252))",920676,2110,1060,,ACU2185.D1,IDT 1d ,Level 2,ACU2185.D1,IDT 1d,2110,1060,,L20/431,,Kick,,03b,6,,127,03b,,1,Single,,,,Lever,Bathroom,,,,1 side,,,WCs no closer,As LSL,
745,961702,961702,IfcDoor,0AcAo2VQn4rQjj5WAAoGLZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:920696,,1910mm - 2110mm S/O DS Laminate,"#1399843=IfcLocalPlacement(#1399820,#1399842)","#961696=IfcProductDefinitionShape($,$,(#961689,#961694))",920696,2110,1910,FD30S,ACU2C03.D1,IDT 3b ,Level 2,ACU2C03.D1,IDT 3b,2110,1910,FD30S,L20/431,,Kick/Edge,Hold Open,12e*,3,,97,12e*,,2,Double,Fire,,HO springs,,,,,,2 sides,,,Cross corridor,New set - as 12e but SSS kickplates changed to PVC,
746,964046,964046,IfcDoor,395gRWTxT7LR4RZFef2KMU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:924873,,1060mm - 2110mm S/O Laminate,"#1399997=IfcLocalPlacement(#1399974,#1399996)","#964040=IfcProductDefinitionShape($,$,(#964033,#964038))",924873,2110,1060,,ACU2133.D1,IDT 1d ,Level 2,ACU2133.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
747,966623,966623,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7$,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:928280,,1910mm - 2110mm S/O Laminate,"#1400217=IfcLocalPlacement(#1400198,#1400216)","#966615=IfcProductDefinitionShape($,$,(#966608,#966613))",928280,2110,1910,FD30S,ACU2C04.D2,IDT 3b ,Level 2,ACU2C04.D2,IDT 3b,2110,1910,FD30S,L20/431,Yes,Kick/Edge,,11*,3,,97,11*,,2,Single,Fire,,2 Closers,2 Pulls,,,Double Maglock,Out,1 side,,,Cross corridor,New set - as LSL 11 but SSS kickplates changed to PVC,
748,966985,966985,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7v,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:928286,,1060mm - 2110mm S/O Laminate,"#1400289=IfcLocalPlacement(#1400268,#1400288)","#966977=IfcProductDefinitionShape($,$,(#966970,#966975))",928286,2110,1060,,ACU2129.D1,IDT 1d ,Level 2,ACU2129.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
749,968025,968025,IfcDoor,2d7dxMhAXBluu0C6ujZ7sX,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2e - Double Unequal Door Frameless:1424mm - 2060mm S/O Frameless Laminate:958275,,1424mm - 2060mm S/O Frameless Laminate,"#1397675=IfcLocalPlacement(#1397656,#1397674)","#968019=IfcProductDefinitionShape($,$,(#968012,#968017))",958275,2060,1424,,ACC2031.D1,IDT 2e ,Level 2,ACC2031.D1,,,,,L11/579A,,,,,,,,,,,,,,,,,,,,,,,,,
750,980249,980249,IfcDoor,0ZRKXF_Nz3WBZe6_HE2rWJ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 3d - Equal Double Door:1910mm - 2110mm S/O Lead Lined PVC:965075,,1910mm - 2110mm S/O Lead Lined PVC,"#1400326=IfcLocalPlacement(#1400305,#1400325)","#980243=IfcProductDefinitionShape($,$,(#980236,#980241))",965075,2110,1910,,ACC2019.D2,IDT 3d ,Level 2,ACC2019.D2,IDT 3d,2110,1910,,L20/436,,,Delayed Close,13c,3,30dB,112,13c,,2,Single,,X-ray,2 Delay,2 Pulls,Lock,Surface,,,,,,INT (pvc-wrapped),New set - As revised 13b minus Fire Door Keep Shut signs,
751,980844,980844,IfcDoor,1gR3oolYX4B8WA4R2DB_IS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:995571,,1060mm - 2110mm S/O Laminate,"#1400252=IfcLocalPlacement(#1400233,#1400251)","#980836=IfcProductDefinitionShape($,$,(#980829,#980834))",995571,2110,1060,,ACU2135.D1,IDT 1d ,Level 2,ACU2135.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
752,985209,985209,IfcDoor,1lPdJF5lr7Kh_DOn4sB$jF,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:995736,,1510mm - 2110mm S/O Laminate,"#1400361=IfcLocalPlacement(#1400342,#1400360)","#985203=IfcProductDefinitionShape($,$,(#985196,#985201))",995736,2110,1510,,ACU2142.D1,IDT 2d ,Level 2,ACU2142.D1,IDT 2d,2110,1510,,L20/431,,Kick,,2,6,,97,2,,1.5,Single,,,,Lever,Bathroom,Flush,,,1 side,,,En-suite,As LSL,
753,985343,985343,IfcDoor,1lPdJF5lr7Kh_DOn4sB$jg,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:995773,,1510mm - 2110mm S/O Laminate,"#1400396=IfcLocalPlacement(#1400377,#1400395)","#985337=IfcProductDefinitionShape($,$,(#985330,#985335))",995773,2110,1510,,ACU2142.D2,IDT 2d ,Level 2,ACU2142.D2,IDT 2d,2110,1510,,L20/431,,Kick,,2,6,,97,2,,1.5,Single,,,,Lever,Bathroom,Flush,,,1 side,,,En-suite,As LSL,
754,992335,992335,IfcDoor,0WaofehdD74RHKYzaM7YLa,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1014797,,1060mm - 2110mm S/O Laminate,"#1399311=IfcLocalPlacement(#1399290,#1399310)","#992329=IfcProductDefinitionShape($,$,(#992322,#992327))",1014797,2110,1060,FD30S,ACU2110.D1,IDT 1d ,Level 2,ACU2110.D1,IDT 1d,2110,1060,FD30S,L20/431,Yes,Kick,,4,3,,97,4,,1,Single,Fire,,Closer,Pull,,,Maglock,In,1 side,,,CU; Pantry; ward circulation,As LSL but kickplate changed to 400mm high,
755,1019302,1019302,IfcDoor,0WaofehdD74RHKYzaM7YT1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1015336,,1060mm - 2110mm S/O Laminate,"#1400434=IfcLocalPlacement(#1400412,#1400433)","#1019294=IfcProductDefinitionShape($,$,(#1019287,#1019292))",1015336,2110,1060,,ACU2132.D1,IDT 1c ,Level 2,ACU2132.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
756,1019443,1019443,IfcDoor,0WaofehdD74RHKYzaM7YT0,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1015337,,1060mm - 2110mm S/O Laminate,"#1400471=IfcLocalPlacement(#1400450,#1400470)","#1019435=IfcProductDefinitionShape($,$,(#1019428,#1019433))",1015337,2110,1060,,ACU2177.D1,IDT 1d ,Level 2,ACU2177.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
757,1045786,1045786,IfcDoor,0WaofehdD74RHKYzaM7YSK,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1015421,,1060mm - 2110mm S/O Laminate,"#1400508=IfcLocalPlacement(#1400487,#1400507)","#1045778=IfcProductDefinitionShape($,$,(#1045771,#1045776))",1015421,2110,1060,,ACU2181.D1,IDT 1c ,Level 2,ACU2181.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
758,1059205,1059205,IfcDoor,0WaofehdD74RHKYzaM7YV6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624460784)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1015471,,1510mm - 2110mm S/O Laminate,"#1400547=IfcLocalPlacement(#1400524,#1400546)","#1059197=IfcProductDefinitionShape($,$,(#1059190,#1059195))",1015471,2110,1510,,ACU2130.D1,IDT 2d ,Level 2,ACU2130.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,,97,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
