id,Mark,type,GlobalId,Name,Fire Designation,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth
18216,RAD1038.D1,IfcDoor,0VVCDmkg145Bni42dmQfYb,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:993879,FD60S,1060mm - 2110mm S/O Laminate,"#662014=IfcLocalPlacement(#661995,#662013)","#18210=IfcProductDefinitionShape($,$,(#18203,#18208))",993879,2109.99999999998,1060.00000000011
30990,RAD1041.D2,IfcDoor,3RpCcyWfr5QPLfUUjJjddV,IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined:993953,,1060mm - 2110mm S/O Lead Lined,"#661765=IfcLocalPlacement(#661746,#661764)","#30984=IfcProductDefinitionShape($,$,(#30977,#30982))",993953,2109.99999999998,1060.0
43824,RAD1039.D1,IfcDoor,3RpCcyWfr5QPLfUUjJjdcR,IDT 1d - Single Door:1060mm - 2110mm S/O Lead Lined:994021,,1060mm - 2110mm S/O Lead Lined,"#661695=IfcLocalPlacement(#661672,#661694)","#43818=IfcProductDefinitionShape($,$,(#43811,#43816))",994021,2109.99999999998,1060.0
55868,RAD1039.D2,IfcDoor,3RpCcyWfr5QPLfUUjJjdWt,IDT 3d - Equal Double Door:1810mm - 2110mm S/O Lead Lined Laminate:994121,FD60S,1810mm - 2110mm S/O Lead Lined Laminate,"#662049=IfcLocalPlacement(#662030,#662048)","#55862=IfcProductDefinitionShape($,$,(#55855,#55860))",994121,2110.0,1810.00000000004
56057,RAD1041.D1,IfcDoor,3RpCcyWfr5QPLfUUjJjdWR,IDT 3d - Equal Double Door:1810mm - 2110mm S/O Lead Lined Laminate:994149,FD60S,1810mm - 2110mm S/O Lead Lined Laminate,"#662084=IfcLocalPlacement(#662065,#662083)","#56051=IfcProductDefinitionShape($,$,(#56044,#56049))",994149,2110.0,1810.00000000004
70106,RAD1021.D2,IfcDoor,3koqKrvUTFiheugOc6vduE,IDT 12 - Bi-Fold Door:1060mm - 2110mm S/O Laminate:1014002,,1060mm - 2110mm S/O Laminate,"#662121=IfcLocalPlacement(#662100,#662120)","#70100=IfcProductDefinitionShape($,$,(#70093,#70098))",1014002,2109.99999999998,1060.00000000011
83571,RAD1019.D2,IfcDoor,3koqKrvUTFiheugOc6vd_e,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014100,,1510mm - 2110mm S/O Lead Lined Laminate,"#662156=IfcLocalPlacement(#662137,#662155)","#83565=IfcProductDefinitionShape($,$,(#83558,#83563))",1014100,2110.00000000001,1510.00000000004
96397,RAD1018.D1,IfcDoor,3koqKrvUTFiheugOc6vd_8,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1014132,,1060mm - 2110mm S/O Laminate,"#662306=IfcLocalPlacement(#662283,#662305)","#96391=IfcProductDefinitionShape($,$,(#96384,#96389))",1014132,2109.99999999998,1060.00000000011
109162,RAD1017.D1,IfcDoor,3koqKrvUTFiheugOc6vdyS,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1014240,,1060mm - 2110mm S/O Laminate,"#662343=IfcLocalPlacement(#662322,#662342)","#109156=IfcProductDefinitionShape($,$,(#109149,#109154))",1014240,2109.99999999998,1060.00000000011
122554,RAD1020.D1,IfcDoor,3koqKrvUTFiheugOc6vdpY,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014302,,1510mm - 2110mm S/O Lead Lined Laminate,"#662378=IfcLocalPlacement(#662359,#662377)","#122548=IfcProductDefinitionShape($,$,(#122541,#122546))",1014302,2110.00000000001,1510.00000000004
135941,RAD1021.D1,IfcDoor,3koqKrvUTFiheugOc6vdo$,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014339,,1510mm - 2110mm S/O Lead Lined Laminate,"#662193=IfcLocalPlacement(#662172,#662192)","#135935=IfcProductDefinitionShape($,$,(#135928,#135933))",1014339,2110.00000000001,1510.00000000004
149328,RAD1018.D2,IfcDoor,3koqKrvUTFiheugOc6vdn$,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014403,,1510mm - 2110mm S/O Lead Lined Laminate,"#662415=IfcLocalPlacement(#662394,#662414)","#149322=IfcProductDefinitionShape($,$,(#149315,#149320))",1014403,2110.00000000001,1510.00000000004
149438,RAD1017.D2,IfcDoor,3koqKrvUTFiheugOc6vdnR,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Lead Lined Laminate:1014439,,1510mm - 2110mm S/O Lead Lined Laminate,"#662452=IfcLocalPlacement(#662431,#662451)","#149432=IfcProductDefinitionShape($,$,(#149425,#149430))",1014439,2110.00000000001,1510.00000000004
176768,RAD1031.D1,IfcDoor,2lIrRILEP80ABzgJloAW55,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1017418,,1060mm - 2110mm S/O Laminate,"#662489=IfcLocalPlacement(#662468,#662488)","#176762=IfcProductDefinitionShape($,$,(#176755,#176760))",1017418,2109.99999999998,1060.00000000011
