,id,Mark,type,GlobalId,Name,Fire Designation,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,MappedDoors
230,712395,IP74053.D1,IfcDoor,1v1AsPvMr1wR_w9vwfWzvR,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1864189,,810mm - 2110mm S/O Laminate,"#1654614=IfcLocalPlacement(#1654593,#1654613)","#712389=IfcProductDefinitionShape($,$,(#712382,#712387))",1864189,2109.99999999998,809.999999999989,
231,712506,IP74052.D1,IfcDoor,1v1AsPvMr1wR_w9vwfWzvO,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1864190,,810mm - 2110mm S/O Laminate,"#1654649=IfcLocalPlacement(#1654630,#1654648)","#712500=IfcProductDefinitionShape($,$,(#712493,#712498))",1864190,2109.99999999998,809.999999999989,
232,716389,IP84050.D1,IfcDoor,3TCfH8KCz9HP7b7f5C$I7Z,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1985082,,810mm - 2110mm S/O Laminate,"#1654686=IfcLocalPlacement(#1654665,#1654685)","#716383=IfcProductDefinitionShape($,$,(#716376,#716381))",1985082,2109.99999999998,809.999999999989,
233,717117,IP74063.D1,IfcDoor,3TCfH8KCz9HP7b7f5C$I6N,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1985102,,1060mm - 2110mm S/O Laminate,"#1654725=IfcLocalPlacement(#1654702,#1654724)","#717111=IfcProductDefinitionShape($,$,(#717104,#717109))",1985102,2109.99999999998,1060.00000000011,
234,728100,IP74029B.D1,IfcDoor,3TCfH8KCz9HP7b7f5C$JCv,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1988832,,810mm - 2110mm S/O Laminate,"#1654762=IfcLocalPlacement(#1654741,#1654761)","#728094=IfcProductDefinitionShape($,$,(#728087,#728092))",1988832,2109.99999999998,809.999999999989,
235,741444,IP74029A.D1,IfcDoor,3TCfH8KCz9HP7b7f5C$JC_,IDT 2d - Double Unequal Door:1410mm - 2110mm S/O Laminate:1988839,,1410mm - 2110mm S/O Laminate,"#1654801=IfcLocalPlacement(#1654778,#1654800)","#741438=IfcProductDefinitionShape($,$,(#741431,#741436))",1988839,2110.0,1409.99999999999,
236,760991,IP84020A.D1,IfcDoor,1ntno9x0LDZu$VyG4sRcbm,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2001398,,1710mm - 2110mm S/O Laminate,"#1654838=IfcLocalPlacement(#1654817,#1654837)","#760983=IfcProductDefinitionShape($,$,(#760976,#760981))",2001398,2110.0,1709.99999999999,
237,761585,IP84017A.D1,IfcDoor,1vjfeoriP1dBzwqJ7Yncxe,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2001829,,1710mm - 2110mm S/O Laminate,"#1654875=IfcLocalPlacement(#1654854,#1654874)","#761577=IfcProductDefinitionShape($,$,(#761570,#761575))",2001829,2110.0,1709.99999999999,
238,762426,IP84029A.D1,IfcDoor,3$MAje1KH028NUEMJxTZnH,IDT 2d - Double Unequal Door:1410mm - 2110mm S/O Laminate:2003735,,1410mm - 2110mm S/O Laminate,"#1654914=IfcLocalPlacement(#1654891,#1654913)","#762420=IfcProductDefinitionShape($,$,(#762413,#762418))",2003735,2110.0,1409.99999999999,
239,766007,IP94029B.D1,IfcDoor,3lnrIJxfDEDxsL7r747iPh,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:2011317,,810mm - 2110mm S/O Laminate,"#1654951=IfcLocalPlacement(#1654930,#1654950)","#766001=IfcProductDefinitionShape($,$,(#765994,#765999))",2011317,2109.99999999998,809.999999999989,
240,766295,IP94029A.D1,IfcDoor,3lnrIJxfDEDxsL7r747iPY,IDT 2d - Double Unequal Door:1410mm - 2110mm S/O Laminate:2011324,,1410mm - 2110mm S/O Laminate,"#1654990=IfcLocalPlacement(#1654967,#1654989)","#766289=IfcProductDefinitionShape($,$,(#766282,#766287))",2011324,2110.0,1409.99999999999,
241,767306,IP94014A.D1,IfcDoor,0LGFtjQqT5uxoGaRBzQSVr,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2012581,,1710mm - 2110mm S/O Laminate,"#1655027=IfcLocalPlacement(#1655006,#1655026)","#767298=IfcProductDefinitionShape($,$,(#767291,#767296))",2012581,2110.0,1710.00000000001,
242,783270,IP94001A.D1,IfcDoor,3GJ$TadovDsfRXvfi3AXBD,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2018217,,1710mm - 2110mm S/O Laminate,"#1655064=IfcLocalPlacement(#1655043,#1655063)","#783264=IfcProductDefinitionShape($,$,(#783257,#783262))",2018217,2110.0,1709.99999999999,
243,783887,IP94005A.D1,IfcDoor,3GJ$TadovDsfRXvfi3AXBL,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2018225,,1710mm - 2110mm S/O Laminate,"#1655101=IfcLocalPlacement(#1655080,#1655100)","#783881=IfcProductDefinitionShape($,$,(#783874,#783879))",2018225,2110.0,1709.99999999999,
244,784588,IP84004A.D1,IfcDoor,3GJ$TadovDsfRXvfi3AXPM,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2019122,,1710mm - 2110mm S/O Laminate,"#1655138=IfcLocalPlacement(#1655117,#1655137)","#784582=IfcProductDefinitionShape($,$,(#784575,#784580))",2019122,2110.0,1709.99999999999,
245,798514,IP84009A.D1,IfcDoor,3GJ$TadovDsfRXvfi3AXPN,IDT 2d - Double Unequal Door:1610mm - 2110mm S/O Laminate:2019123,,1610mm - 2110mm S/O Laminate,"#1655175=IfcLocalPlacement(#1655154,#1655174)","#798508=IfcProductDefinitionShape($,$,(#798501,#798506))",2019123,2110.0,1610.0,
246,803144,IP94008A.D1,IfcDoor,0FRKRLLGH8iO$AvSpUoX0j,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2101976,,1710mm - 2110mm S/O Laminate,"#1655212=IfcLocalPlacement(#1655191,#1655211)","#803136=IfcProductDefinitionShape($,$,(#803129,#803134))",2101976,2110.0,1710.00000000005,
247,805343,IP74004A.D1,IfcDoor,2N55y5bx5DfPOQa3K8uG7t,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2124448,,1710mm - 2110mm S/O Laminate,"#1655247=IfcLocalPlacement(#1655228,#1655246)","#805337=IfcProductDefinitionShape($,$,(#805330,#805335))",2124448,2110.0,1709.99999999999,
248,805444,IP74009A.D1,IfcDoor,2N55y5bx5DfPOQa3K8uG7s,IDT 2d - Double Unequal Door:1610mm - 2110mm S/O Laminate:2124449,,1610mm - 2110mm S/O Laminate,"#1655284=IfcLocalPlacement(#1655263,#1655283)","#805438=IfcProductDefinitionShape($,$,(#805431,#805436))",2124449,2110.0,1610.0,
249,1178444,IP74001A.D1,IfcDoor,3t7Xyyef54gQOG1fiRviQ3,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2289855,,1710mm - 2110mm S/O Laminate,"#1657549=IfcLocalPlacement(#1657526,#1657548)","#1178436=IfcProductDefinitionShape($,$,(#1178429,#1178434))",2289855,2110.0,1710.0000000000598,
250,1179014,IP94017A.D1,IfcDoor,2ulBi3jIX3TverKVmoafVJ,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2300241,,1710mm - 2110mm S/O Laminate,"#1657586=IfcLocalPlacement(#1657565,#1657585)","#1179006=IfcProductDefinitionShape($,$,(#1178999,#1179004))",2300241,2110.0,1709.99999999999,
251,1194517,IP94060.D1,IfcDoor,2lWzYaDRz13hMETlQgbFHQ,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:2611727,,1480mm - 2110mm S/O Laminate,"#1657623=IfcLocalPlacement(#1657602,#1657622)","#1194509=IfcProductDefinitionShape($,$,(#1194502,#1194507))",2611727,2110.0,1479.9999999999802,
252,1194721,IP94060A.D1,IfcDoor,2lWzYaDRz13hMETlQgbFH4,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2611729,,1510mm - 2110mm S/O Laminate,"#1657697=IfcLocalPlacement(#1657674,#1657696)","#1194713=IfcProductDefinitionShape($,$,(#1194706,#1194711))",2611729,2110.00000000001,1509.99999999995,
253,1195117,IP94060B.D1,IfcDoor,2lWzYaDRz13hMETlQgbFH2,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:2611735,,810mm - 2110mm S/O Laminate,"#1657734=IfcLocalPlacement(#1657713,#1657733)","#1195109=IfcProductDefinitionShape($,$,(#1195102,#1195107))",2611735,2109.99999999998,810.000000000096,
254,1195914,IP84029B.D1,IfcDoor,2lWzYaDRz13hMETlQgbDEN,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:2620866,,810mm - 2110mm S/O Laminate,"#1657771=IfcLocalPlacement(#1657750,#1657770)","#1195908=IfcProductDefinitionShape($,$,(#1195901,#1195906))",2620866,2109.99999999998,809.999999999989,
255,1197064,IP84060.D1,IfcDoor,3G5RKOk5XAGu$hEYNXpJck,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:2621741,,1480mm - 2110mm S/O Laminate,"#1657808=IfcLocalPlacement(#1657787,#1657807)","#1197056=IfcProductDefinitionShape($,$,(#1197049,#1197054))",2621741,2110.0,1479.9999999999802,
256,1197262,IP84060A,IfcDoor,3G5RKOk5XAGu$hEYNXpJci,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2621743,,1510mm - 2110mm S/O Laminate,"#1657882=IfcLocalPlacement(#1657859,#1657881)","#1197254=IfcProductDefinitionShape($,$,(#1197247,#1197252))",2621743,2110.00000000001,1509.99999999995,
257,1197671,IP84060B.D1,IfcDoor,3G5RKOk5XAGu$hEYNXpJcs,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:2621749,,810mm - 2110mm S/O Laminate,"#1657919=IfcLocalPlacement(#1657898,#1657918)","#1197663=IfcProductDefinitionShape($,$,(#1197656,#1197661))",2621749,2109.99999999998,810.000000000096,
258,1199490,IP74060.D1,IfcDoor,2_y$G3fCL5zRPEvyPyZ3qu,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:2623491,,1480mm - 2110mm S/O Laminate,"#1657956=IfcLocalPlacement(#1657935,#1657955)","#1199482=IfcProductDefinitionShape($,$,(#1199475,#1199480))",2623491,2110.0,1479.9999999999802,
259,1199688,IP74060A.D1,IfcDoor,2_y$G3fCL5zRPEvyPyZ3q_,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2623493,,1510mm - 2110mm S/O Laminate,"#1658030=IfcLocalPlacement(#1658007,#1658029)","#1199680=IfcProductDefinitionShape($,$,(#1199673,#1199678))",2623493,2110.00000000001,1509.99999999995,
260,1200159,IP74060B.D1,IfcDoor,2_y$G3fCL5zRPEvyPyZ3qm,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:2623499,,810mm - 2110mm S/O Laminate,"#1658067=IfcLocalPlacement(#1658046,#1658066)","#1200151=IfcProductDefinitionShape($,$,(#1200144,#1200149))",2623499,2109.99999999998,810.000000000096,
261,1345662,IP84C03.D1,IfcDoor,1TMx2Bllz3x8QqXfOeZkpD,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:2861725,,1910mm - 2110mm S/O DS Laminate,"#1658104=IfcLocalPlacement(#1658083,#1658103)","#1345656=IfcProductDefinitionShape($,$,(#1345649,#1345654))",2861725,2110.0,1910.0,
262,1345858,IP94C07.D4,IfcDoor,2Kv4clFIj6BuqaxIIoMkl5,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:2861906,,1910mm - 2110mm S/O DS Laminate,"#1658141=IfcLocalPlacement(#1658120,#1658140)","#1345852=IfcProductDefinitionShape($,$,(#1345845,#1345850))",2861906,2110.0,1910.0,
263,1349054,IP94029.D1,IfcDoor,1Psy0rV097aQXuSIGaLeRV,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:2877690,,1480mm - 2110mm S/O Laminate,"#1652294=IfcLocalPlacement(#1652275,#1652293)","#1349048=IfcProductDefinitionShape($,$,(#1349041,#1349046))",2877690,2110.0,1479.99999999999,
264,1354949,IP74045.D1,IfcDoor,0xjHEgTSP0VP9jVkCzJjCv,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:2912396,,1060mm - 2110mm S/O Laminate,"#1658178=IfcLocalPlacement(#1658157,#1658177)","#1354943=IfcProductDefinitionShape($,$,(#1354936,#1354941))",2912396,2109.99999999998,1060.00000000011,
265,1513107,IP94006A.D1,IfcDoor,2TVsjcMVb18fg6_FsPF9zA,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2943818,,1710mm - 2110mm S/O Laminate,"#1657317=IfcLocalPlacement(#1657296,#1657316)","#1513099=IfcProductDefinitionShape($,$,(#1513092,#1513097))",2943818,2110.0,1710.0000000000302,
266,1513210,IP84008A.D1,IfcDoor,3MkRMnb9j2ifg4_g8_GCXi,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944030,,1710mm - 2110mm S/O Laminate,"#1656824=IfcLocalPlacement(#1656801,#1656823)","#1513202=IfcProductDefinitionShape($,$,(#1513195,#1513200))",2944030,2110.0,1710.0000000000302,
267,1513313,IP84006A.D1,IfcDoor,1nVoyIl0P3iBdX78zZUAz5,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944033,,1710mm - 2110mm S/O Laminate,"#1656863=IfcLocalPlacement(#1656840,#1656862)","#1513305=IfcProductDefinitionShape($,$,(#1513298,#1513303))",2944033,2110.0,1710.0000000000302,
268,1513415,IP74006A.D1,IfcDoor,1uqxf2qm18DQ8VEzsaECBZ,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944036,,1710mm - 2110mm S/O Laminate,"#1656900=IfcLocalPlacement(#1656879,#1656899)","#1513407=IfcProductDefinitionShape($,$,(#1513400,#1513405))",2944036,2110.0,1710.00000000005,
269,1513517,IP74022A.D1,IfcDoor,0U16vtOgP9YO$aOjxYk4zt,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944039,,1710mm - 2110mm S/O Laminate,"#1656939=IfcLocalPlacement(#1656916,#1656938)","#1513509=IfcProductDefinitionShape($,$,(#1513502,#1513507))",2944039,2110.0,1710.0,
270,1513619,IP74020A.D1,IfcDoor,3qPnRynO1A$eKqHfkz1g61,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944042,,1710mm - 2110mm S/O Laminate,"#1656976=IfcLocalPlacement(#1656955,#1656975)","#1513611=IfcProductDefinitionShape($,$,(#1513604,#1513609))",2944042,2110.0,1710.00000000001,
271,1513722,IP74018A.D1,IfcDoor,1HXZSIFML2mRfyDXdVItC8,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944045,,1710mm - 2110mm S/O Laminate,"#1657013=IfcLocalPlacement(#1656992,#1657012)","#1513714=IfcProductDefinitionShape($,$,(#1513707,#1513712))",2944045,2110.0,1710.00000000001,
272,1513825,IP74010A.D1,IfcDoor,2wGghmsKL8T8lglgW$6Myp,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944048,,1710mm - 2110mm S/O Laminate,"#1657052=IfcLocalPlacement(#1657029,#1657051)","#1513817=IfcProductDefinitionShape($,$,(#1513810,#1513815))",2944048,2110.0,1710.0,
273,1513927,IP74012A.D1,IfcDoor,3kEAvEYsT8cgcplfqQXs8r,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944051,,1710mm - 2110mm S/O Laminate,"#1657089=IfcLocalPlacement(#1657068,#1657088)","#1513919=IfcProductDefinitionShape($,$,(#1513912,#1513917))",2944051,2110.0,1710.0,
274,1514029,IP84023A.D1,IfcDoor,2txM1XjkzEzhFEwNuZPaZd,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944054,,1710mm - 2110mm S/O Laminate,"#1657128=IfcLocalPlacement(#1657105,#1657127)","#1514021=IfcProductDefinitionShape($,$,(#1514014,#1514019))",2944054,2110.0,1710.0,
275,1514131,IP84021A.D1,IfcDoor,2$sJq7L7f5IPwqd$Ivwtc8,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944057,,1710mm - 2110mm S/O Laminate,"#1657165=IfcLocalPlacement(#1657144,#1657164)","#1514123=IfcProductDefinitionShape($,$,(#1514116,#1514121))",2944057,2110.0,1710.0,
276,1514233,IP84010A.D1,IfcDoor,0qb87tgQ58Rh9s4ztl6z2s,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944060,,1710mm - 2110mm S/O Laminate,"#1657204=IfcLocalPlacement(#1657181,#1657203)","#1514225=IfcProductDefinitionShape($,$,(#1514218,#1514223))",2944060,2110.0,1710.0,
277,1514335,IP84012A.D1,IfcDoor,2GCHsFEbn7k9yPK0FJPq2Y,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944063,,1710mm - 2110mm S/O Laminate,"#1658217=IfcLocalPlacement(#1658194,#1658216)","#1514327=IfcProductDefinitionShape($,$,(#1514320,#1514325))",2944063,2110.0,1710.0,
278,1514438,IP94023A.D1,IfcDoor,1SWcTqhMfF8xakTjn0xDzP,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944066,,1710mm - 2110mm S/O Laminate,"#1657243=IfcLocalPlacement(#1657220,#1657242)","#1514430=IfcProductDefinitionShape($,$,(#1514423,#1514428))",2944066,2110.0,1710.0,
279,1514541,IP94021A.D1,IfcDoor,2oLRbvtwz1_eDTR$fn9eKa,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944069,,1710mm - 2110mm S/O Laminate,"#1657280=IfcLocalPlacement(#1657259,#1657279)","#1514533=IfcProductDefinitionShape($,$,(#1514526,#1514531))",2944069,2110.0,1710.0,
280,1514644,IP94010A.D1,IfcDoor,2LmGF14Rv4DvtTizq053Eq,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944072,,1710mm - 2110mm S/O Laminate,"#1657356=IfcLocalPlacement(#1657333,#1657355)","#1514636=IfcProductDefinitionShape($,$,(#1514629,#1514634))",2944072,2110.0,1709.99999999999,
281,1514746,IP94012A.D1,IfcDoor,2xibc_civFr9WEO00N$Qnk,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944075,,1710mm - 2110mm S/O Laminate,"#1657395=IfcLocalPlacement(#1657372,#1657394)","#1514738=IfcProductDefinitionShape($,$,(#1514731,#1514736))",2944075,2110.0,1709.99999999999,
282,1514848,IP74008A.D1,IfcDoor,0koVMZF090Swc5G0m7DGyl,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944078,,1710mm - 2110mm S/O Laminate,"#1657432=IfcLocalPlacement(#1657411,#1657431)","#1514840=IfcProductDefinitionShape($,$,(#1514833,#1514838))",2944078,2110.0,1710.00000000005,
283,1514950,IP94007A.D1,IfcDoor,0XILz5lMDCRQCXc7hqyecL,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944234,,1710mm - 2110mm S/O Laminate,"#1656479=IfcLocalPlacement(#1656456,#1656478)","#1514942=IfcProductDefinitionShape($,$,(#1514935,#1514940))",2944234,2110.0,1710.00000000005,
284,1515053,IP84001A.D1,IfcDoor,2jrt5fFvf2LBBBoL79SXsc,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944612,,1710mm - 2110mm S/O Laminate,"#1655360=IfcLocalPlacement(#1655337,#1655359)","#1515045=IfcProductDefinitionShape($,$,(#1515038,#1515043))",2944612,2110.0,1710.0000000000598,
285,1515156,IP84002A.D1,IfcDoor,2N8hyne6L7BA38EJHTC$G3,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944615,,1710mm - 2110mm S/O Laminate,"#1655399=IfcLocalPlacement(#1655376,#1655398)","#1515148=IfcProductDefinitionShape($,$,(#1515141,#1515146))",2944615,2110.0,1710.0000000000598,
286,1515259,IP84003A.D1,IfcDoor,3uZg_ttVH0GuX4FboxhaNM,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944618,,1710mm - 2110mm S/O Laminate,"#1655438=IfcLocalPlacement(#1655415,#1655437)","#1515251=IfcProductDefinitionShape($,$,(#1515244,#1515249))",2944618,2110.0,1710.0000000000598,
287,1515362,IP84007A.D1,IfcDoor,2pnAH1bIb4XxWwnONNQnfL,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944621,,1710mm - 2110mm S/O Laminate,"#1655477=IfcLocalPlacement(#1655454,#1655476)","#1515354=IfcProductDefinitionShape($,$,(#1515347,#1515352))",2944621,2110.0,1710.00000000005,
288,1515465,IP84005A.D1,IfcDoor,3ZYdQBKjv3nBlXaP4xoxdZ,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944624,,1710mm - 2110mm S/O Laminate,"#1655514=IfcLocalPlacement(#1655493,#1655513)","#1515457=IfcProductDefinitionShape($,$,(#1515450,#1515455))",2944624,2110.0,1710.00000000005,
289,1515568,IP74002A.D1,IfcDoor,3$D$xZa4r65gO6bCNwQX6Z,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944627,,1710mm - 2110mm S/O Laminate,"#1655553=IfcLocalPlacement(#1655530,#1655552)","#1515560=IfcProductDefinitionShape($,$,(#1515553,#1515558))",2944627,2110.0,1710.00000000005,
290,1515671,IP74003A.D1,IfcDoor,1ch0GdAbDBmvXMoEJ9a_62,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944630,,1710mm - 2110mm S/O Laminate,"#1655590=IfcLocalPlacement(#1655569,#1655589)","#1515663=IfcProductDefinitionShape($,$,(#1515656,#1515661))",2944630,2110.0,1710.0000000000598,
291,1515773,IP74007A.D1,IfcDoor,0VbYyqgaDFPQG6i30ksmpc,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944633,,1710mm - 2110mm S/O Laminate,"#1655629=IfcLocalPlacement(#1655606,#1655628)","#1515765=IfcProductDefinitionShape($,$,(#1515758,#1515763))",2944633,2110.0,1710.0000000000698,
292,1515876,IP74021A.D1,IfcDoor,0EY$BmmR16IhX$zHv_ZlVF,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944636,,1710mm - 2110mm S/O Laminate,"#1655668=IfcLocalPlacement(#1655645,#1655667)","#1515868=IfcProductDefinitionShape($,$,(#1515861,#1515866))",2944636,2110.0,1709.99999999999,
293,1515979,IP74023A.D1,IfcDoor,1VzRWuIR90BxsOrPCRfWOz,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944639,,1710mm - 2110mm S/O Laminate,"#1655707=IfcLocalPlacement(#1655684,#1655706)","#1515971=IfcProductDefinitionShape($,$,(#1515964,#1515969))",2944639,2110.0,1709.99999999999,
294,1516081,IP74024A.D1,IfcDoor,2QzmCeAJT58gwVWcVbV4fS,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944642,,1710mm - 2110mm S/O Laminate,"#1655744=IfcLocalPlacement(#1655723,#1655743)","#1516073=IfcProductDefinitionShape($,$,(#1516066,#1516071))",2944642,2110.0,1710.00000000001,
295,1516183,IP74019A.D1,IfcDoor,3Hxkf_s5n0GBwqLt4eDgXs,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944645,,1710mm - 2110mm S/O Laminate,"#1655783=IfcLocalPlacement(#1655760,#1655782)","#1516175=IfcProductDefinitionShape($,$,(#1516168,#1516173))",2944645,2110.0,1709.99999999999,
296,1516285,IP74011A.D1,IfcDoor,3H538PJ9vF18ANJicKPro8,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944648,,1710mm - 2110mm S/O Laminate,"#1655822=IfcLocalPlacement(#1655799,#1655821)","#1516277=IfcProductDefinitionShape($,$,(#1516270,#1516275))",2944648,2110.0,1709.99999999999,
297,1516388,IP84022A.D1,IfcDoor,00sIsF0Jn2Cfjcz4ITZolN,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944651,,1710mm - 2110mm S/O Laminate,"#1655861=IfcLocalPlacement(#1655838,#1655860)","#1516380=IfcProductDefinitionShape($,$,(#1516373,#1516378))",2944651,2110.0,1709.99999999999,
298,1516490,IP84018A.D1,IfcDoor,0iW$3t$mH3p8dQcnNQs1BI,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944654,,1710mm - 2110mm S/O Laminate,"#1655900=IfcLocalPlacement(#1655877,#1655899)","#1516482=IfcProductDefinitionShape($,$,(#1516475,#1516480))",2944654,2110.0,1710.00000000001,
299,1516592,IP84019A.D1,IfcDoor,0RejbaCJz7rgQ5$8REv5lU,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944657,,1710mm - 2110mm S/O Laminate,"#1655939=IfcLocalPlacement(#1655916,#1655938)","#1516584=IfcProductDefinitionShape($,$,(#1516577,#1516582))",2944657,2110.0,1710.00000000001,
300,1516695,IP74015A.D1,IfcDoor,3LyrJCKWH31hzPRh90t5XR,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944660,,1710mm - 2110mm S/O Laminate,"#1655978=IfcLocalPlacement(#1655955,#1655977)","#1516687=IfcProductDefinitionShape($,$,(#1516680,#1516685))",2944660,2110.0,1710.00000000001,
301,1516798,IP74014A.D1,IfcDoor,3yWXc$9nb4Zunjs0Rv5OrT,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944663,,1710mm - 2110mm S/O Laminate,"#1656017=IfcLocalPlacement(#1655994,#1656016)","#1516790=IfcProductDefinitionShape($,$,(#1516783,#1516788))",2944663,2110.0,1710.00000000001,
302,1516901,IP74013A.D1,IfcDoor,0duyb3kIz1BP_jB2T2UC5t,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944666,,1710mm - 2110mm S/O Laminate,"#1656054=IfcLocalPlacement(#1656033,#1656053)","#1516893=IfcProductDefinitionShape($,$,(#1516886,#1516891))",2944666,2110.0,1710.00000000001,
303,1517004,IP84011A.D1,IfcDoor,1CCISjSp9B8v0_2OoDq3K3,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944669,,1710mm - 2110mm S/O Laminate,"#1656093=IfcLocalPlacement(#1656070,#1656092)","#1516996=IfcProductDefinitionShape($,$,(#1516989,#1516994))",2944669,2110.0,1709.99999999999,
304,1517107,IP94022A.D1,IfcDoor,1DtgVWbRn0jQk73edKhv5w,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944672,,1710mm - 2110mm S/O Laminate,"#1656132=IfcLocalPlacement(#1656109,#1656131)","#1517099=IfcProductDefinitionShape($,$,(#1517092,#1517097))",2944672,2110.0,1709.99999999999,
305,1517209,IP94018A.D1,IfcDoor,1hIL$wP4P4lwPbfwliqdGt,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944675,,1710mm - 2110mm S/O Laminate,"#1656171=IfcLocalPlacement(#1656148,#1656170)","#1517201=IfcProductDefinitionShape($,$,(#1517194,#1517199))",2944675,2110.0,1710.00000000001,
306,1517311,IP94019A.D1,IfcDoor,2iNhuWTcfEUOWXZUMzk39M,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:2944678,,1710mm - 2110mm S/O Laminate,"#1656210=IfcLocalPlacement(#1656187,#1656209)","#1517303=IfcProductDefinitionShape($,$,(#1517296,#1517301))",2944678,2110.0,1710.00000000001,
