,Assembly Code,Assembly Description,Access Control,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Keynote,Level,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Comments,Ironmongery Set,Manufacturer,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating,Acoustic Designation
IfcText('PLA0120.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2ANQO3mkP168Tz17rA6LIk'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0120.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(119.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('202'),IfcLengthMeasure(1010.),,IfcText('09'),IfcText('Revit'),,,,,,,
IfcText('PLA1116.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('18SkXdAYzCOQ1yh2vZavGH'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1116.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(119.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('202'),IfcLengthMeasure(1010.),,IfcText('09'),IfcText('Revit'),,,,,,,
IfcText('PLA2121.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('0Uh2z7gRf2DOHYRBKEUSXe'),IfcText('L20/439'),IfcLabel('Level: Level 2'),IfcText('PLA2121.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(119.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('202'),IfcLengthMeasure(1010.),,,IfcText('Revit'),,,,,,,
IfcText('PLA3123.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('0Uh2z7gRf2DOHYRBKEUSw9'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3123.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(119.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('202'),IfcLengthMeasure(1010.),,,IfcText('Revit'),,,,,,,
IfcText('PLA4112.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('17YnyQiRb8i9fcm4SLpzr$'),IfcText('L20/439'),IfcLabel('Level: Level 4'),IfcText('PLA4112.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(119.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('202'),IfcLengthMeasure(1010.),,IfcText('09b'),IfcText('Revit'),,,,,,,
IfcText('CIR0129.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Hold Open'),IfcBoolean(.F.),IfcText('Kick/Mid/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('0kbfHllMz7gvmUa90FPx6G'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcText('CIR0129.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),,IfcText('12b'),,,,,,,,
IfcText('PLA0305.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(1910.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 1960mm S/O Painted Finish 2'),IfcLabel('IDT 1d - Single Door: 1060mm - 1960mm S/O Painted Finish 2'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.00000000194),IfcLengthMeasure(1960.),IfcLengthMeasure(149.999999999992),IfcText('2YD4PdMkH9NuPYsyzE_qlt'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0305.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(1960.),IfcLengthMeasure(1060.),IfcLengthMeasure(150.000000001943),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 1960mm S/O Painted Finish 2'),IfcText('SD/SS'),IfcText('254'),IfcLengthMeasure(1060.),IfcText('Frame to extend around bottom of structural opening'),IfcText('09'),IfcText('Revit'),,,,,,,
IfcText('PLA5206.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(560.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2610.00000000651),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1H0XiXzWT4Hwfxch0q5Jbr'),IfcText('L20/439'),IfcLabel('Level: Level 5'),IfcText('PLA5206.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1210.),IfcLengthMeasure(500.000000006509),IfcLengthMeasure(32.),IfcLengthMeasure(142.),IfcLabel('IDT 4a - Riser Double Door: 1210mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('211'),IfcLengthMeasure(1210.),,,,,,,,,,
IfcText('PLA1112.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('2e4AHvBdD8tvZQRhlUzr3n'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1112.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('PLA1308.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(610.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('34lZRLbVH0y87K_q$ukunO'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1308.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1310.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('253'),IfcLengthMeasure(1310.),,,,,,,,,,
IfcText('PLA0306.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(610.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('34lZRLbVH0y87K_q$uku$7'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0306.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1310.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1310mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('253'),IfcLengthMeasure(1310.),,IfcText('09a'),,,,,,,,
IfcText('PLA4306.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(660.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1410mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1410mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('34lZRLbVH0y87K_q$uku_X'),IfcText('L20/439'),IfcLabel('Level: Level 4'),IfcText('PLA4306.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1410.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1410mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('212'),IfcLengthMeasure(1410.),,IfcText('09a'),,,,,,,,
IfcText('PLA1302.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('39a_I4hKr088a7MJUD0oqE'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1302.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('PLA1303.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('39a_I4hKr088a7MJUD0oqc'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1303.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('PLA1305.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1cQmo0b8P4UBD$P$5vPi$h'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1305.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(173.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA2303.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1cQmo0b8P4UBD$P$5vPizj'),IfcText('L20/439'),IfcLabel('Level: Level 2'),IfcText('PLA2303.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(173.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA3303.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1cQmo0b8P4UBD$P$5vPiyC'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3303.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(173.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA0205.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(1300.),IfcLengthMeasure(38.),IfcLengthMeasure(516.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 600mm - 1350mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 600mm - 1350mm S/O Painted'),IfcText('Painted Finish'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),,IfcLengthMeasure(1790.00000000787),IfcLengthMeasure(1350.),IfcLengthMeasure(149.999999999992),IfcText('1Xvkfwdr5BOAIwo4qQ1Dup'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0205.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(1350.),IfcLengthMeasure(600.),IfcLengthMeasure(440.00000000787),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 600mm - 1350mm S/O Painted'),IfcText('SD/SS'),IfcText('245'),IfcLengthMeasure(600.),IfcText('In opening in concrete wall'),,IfcText('Revit'),,,,,,,
IfcText('PLA0301.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('3efOIbdZf34Pu5T59XbU9x'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0301.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(150.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('OCC0001.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('2evDNYe8X9NR6AyOdLSNY7'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcText('OCC0001.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J138'),IfcLengthMeasure(1060.),,IfcText('33a'),IfcText('Revit'),,,,,,,IfcText('35dB')
