,Assembly Code,Assembly Description,Access Control,Acoustic Designation,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Acoustic Rating,DOOR_Finger Protection,DOOR_Finishes,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,IfcGUID,Ironmongery Set,Keynote,Level,Main Panel Width,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Secondary Panel Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Host Partition Thickness,Manufacturer,DOOR_Power,Comments,Vision Panel,Accessories & Sundry Items,Durability Rating
IfcText('IP41016A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiX'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41016A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41011A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeia'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41011A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41004A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeid'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41004A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41003A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiQ'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41003A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41002A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiT'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41002A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41007A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiG'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41007A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41022A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiJ'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41022A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41018A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiM'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41018A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41019A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUei9'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41019A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP41020A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiC'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcLengthMeasure(900.),IfcText('IP41020A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52013A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeiF'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52013A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52015A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUei2'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52015A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52011A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUei5'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52011A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52009A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUeju'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52009A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52004A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUejx'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52004A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52003A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUej_'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52003A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52002A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUejn'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52002A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
IfcText('IP52007A.D1'),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),,IfcBoolean(.F.),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('25'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcText('1YwB2ntF55ERfS4nIKUejq'),IfcText('01'),IfcText('L20/431'),IfcLabel('Level: Level 2'),IfcLengthMeasure(900.),IfcText('IP52007A.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(721.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(100.),IfcLabel('IDT 2d - Double Unequal Door: 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J78'),IfcLengthMeasure(1710.),IfcLengthMeasure(149.999999999983),,,IfcText(''),IfcBoolean(.F.),IfcText(''),IfcText('TBC')
